,fullid,AcID,Pop,Ind,genomesize,leaf3.0,leaf3.1,leaf3.2,leaf3.3,dailyavg3,leaf4.0,leaf4.1,leaf4.2,leaf4.3,dailyavg4,dailyavgall,adjcs3,adjcs4,adjavg,m3,m4,mavg,cellprod3,cellprod4,cellprodavg
119,e_10,e-10,e,10,6.26,3.5,7.8,13.1,19,5.166666667,8.4,12.4,18.1,24.5,5.366666667,5.266666667,120.6666897,121.8986588,121.2826742,140.2106829,120.6666897,130.4386863,0.042817671,0.044025642,0.043424724
120,e_11,e-11,e,11,5.88,3.5,8.6,15.5,22.3,6.266666667,12,20,27.3,35.1,7.7,6.983333333,177.8911923,149.5146441,163.7029182,185.9094595,177.8911923,181.9003259,0.035227526,0.051499972,0.042658576
121,e_12,e-12,e,12,5.92,4.3,9.5,16.6,24.1,6.6,12.2,18.5,26.2,34.2,7.333333333,6.966666667,187.3072857,147.6396522,167.4734689,191.2540938,187.3072857,189.2806897,0.035236216,0.049670486,0.041598629
122,e_13,E-13,e,13,5.63,5,10.5,18,25,6.666666667,10.8,16,23.5,30.7,6.633333333,6.65,201.2815,160.7065979,180.994049,197.64575,201.2815,199.463625,0.03312111,0.041276049,0.03674154
123,e_14,e-14,e,14,5.96,2.7,7.3,13.5,19.9,5.733333333,12,19.1,26.5,34.5,7.5,6.616666667,220.8893793,178.8503934,199.8698864,260.8339615,220.8893793,240.8616704,0.025955677,0.04193449,0.03310487
124,e_15,e-15,e,15,5.8,2.3,7,11.6,17.2,4.966666667,13.2,19.7,27.3,35.1,7.3,6.133333333,159.48375,146.3477705,152.9157602,144.3844074,159.48375,151.9340787,0.031142149,0.049881184,0.04010923
125,e_16,e-16,e,16,6.3,5.6,10,15.8,21.6,5.333333333,11.1,17.1,24,30.3,6.4,5.866666667,146.3795758,135.8187547,141.0991652,154.7001667,146.3795758,150.5398712,0.036434956,0.047121622,0.041578323
126,e_17,e-17,e,17,6.01,9.1,14.3,19.2,23.5,4.8,7.3,12.5,NA,25,5.9,5.35,155.6616047,150.1997241,152.9306644,160.7558974,155.6616047,158.208751,0.030836121,0.039281031,0.034983174
127,e_18,e-18,e,18,5.84,1.5,4.5,8.4,12.5,3.666666667,6.8,10.6,16.2,22.3,5.166666667,4.416666667,164.6326786,153.1785217,158.9056002,157.8003488,164.6326786,161.2165137,0.022271804,0.033729707,0.02779428
128,e_19,e-19,e,19,5.92,5.4,9.5,14.5,18.6,4.4,6.8,11.5,NA,24.5,5.9,5.15,177.2267778,156.2432418,166.7350098,161.6843704,177.2267778,169.4555741,0.024826948,0.037761633,0.030887334
129,e_3,E-3,e,3,5.96,5,11.9,12.2,15.6,3.533333333,7.6,12.5,18.2,24.2,5.533333333,4.533333333,183.5012683,168.6549899,176.0781291,165.14308,183.5012683,174.3221741,0.019255089,0.032808595,0.025746147
130,e_4,e-4,e,4,5.92,1.5,4.3,8.8,14.7,4.4,10.5,15.5,22.2,37.7,9.066666667,6.733333333,191.1247143,137.4574082,164.2910612,156.6685789,191.1247143,173.8966466,0.023021617,0.065959826,0.040984173
131,e_6,E-6,e,6,6.05,3.3,6.4,11.5,14.1,3.6,10.6,16.5,23.7,31.5,6.966666667,5.283333333,193.2460667,151.5009577,172.3735122,144.657275,193.2460667,168.9516708,0.018629098,0.045984308,0.030650494
132,e_8,E-8,e,8,6.01,4.5,8,13.2,21.2,5.566666667,7.2,12.3,17,22,4.933333333,5.25,175.34536,146.8139109,161.0796354,232.9675,175.34536,204.15643,0.031746872,0.033602629,0.032592574
133,e_9,e-9,e,9,5.92,2.5,6,13.8,21.5,6.333333333,7.1,10.4,14.6,19.3,4.066666667,5.2,206.1269474,186.1995493,196.1632483,218.0167143,206.1269474,212.0718308,0.030725402,0.021840368,0.026508533
134,f_1,F-1,f,1,5.88,7.5,11,16.2,22.2,4.9,6.9,12.3,18.8,26.1,6.4,5.65,202.2282222,194.4867115,198.3574669,268.3034,202.2282222,235.2658111,0.02423005,0.032907133,0.028483929
135,f_2,F-2,f,2,5.42,6.2,8.3,12.2,16.5,3.433333333,11.5,16.5,23.2,29,5.833333333,4.633333333,246.1321613,191.7386639,218.9354126,227.45092,246.1321613,236.7915406,0.013949146,0.030423354,0.021163015
136,f_3,F-3,f,3,5.8,3.3,6.8,11.2,16.2,4.3,12.3,18,24,29.5,5.733333333,5.016666667,207.6825652,179.4765957,193.5795805,244.2312381,207.6825652,225.9569017,0.020704675,0.031944741,0.025915268
137,f_4,f-4,f,4,5.59,1.1,4,8.2,12.8,3.9,3,7.5,15,18.7,5.233333333,4.566666667,214.1195172,161.6461692,187.8828432,227.4651,214.1195172,220.7923086,0.018214127,0.032375239,0.024305927
138,f_6,f-6,f,6,5.88,2.6,4.1,9.1,11.5,2.966666667,10.5,16,25.5,NA,7.5,5.233333333,205.8412121,185.4660625,195.6536373,228.3737727,205.8412121,217.1074924,0.014412404,0.040438665,0.026747948
139,f_7,f-7,f,7,5.63,1.2,5.1,10,16,4.933333333,9.3,15.5,23,30.9,7.2,6.066666667,217.5776923,184.8587257,201.218209,178.63,217.5776923,198.1038462,0.022673893,0.038948662,0.03014969
140,f_8,f-8,f,8,5.84,0.3,2.6,6.8,12.2,3.966666667,8.4,13.2,18.6,25,5.533333333,4.75,239.0403548,170.1036742,204.5720145,239.650619,239.0403548,239.3454869,0.01659413,0.032529182,0.023219207
141,g_1,G-1,g,1,5.54,8.5,13.5,19.6,25.2,5.566666667,8.5,13,18.2,22.5,4.666666667,5.116666667,207.9203,165.8729265,186.8966132,208.8320476,207.9203,208.3761738,0.026773079,0.028133986,0.02737699
142,g_10,g-10,g,10,5.75,3.6,7.3,12.6,18.6,5,12.1,18.2,24,30.2,6.033333333,5.516666667,201.2428462,167.2785246,184.2606854,211.2763077,201.2428462,206.2595769,0.024845604,0.036067591,0.029939467
143,g_2,G-2,g,2,5.71,8.5,13.4,18.5,22.6,4.7,7.2,12.1,17.6,23.2,5.333333333,5.016666667,200.58935,164.9765818,182.7829659,266.1449375,200.58935,233.3671438,0.023430955,0.032327821,0.027446029
144,g_3,G-3,g,3,5.75,5.3,8.8,13.4,17.4,4.033333333,14.6,20.5,26.5,30,5.133333333,4.583333333,184.0022564,149.2764884,166.6393724,244.5664,184.0022564,214.2843282,0.021920021,0.03438809,0.027504504
145,g_4,g-4,g,4,5.84,8,11.6,15.2,21,4.333333333,8.6,13.1,18.2,23.4,4.933333333,4.633333333,160.2587857,139.2861282,149.772457,171.7102381,160.2587857,165.9845119,0.027039599,0.035418698,0.030935817
146,g_5,g-5,g,5,5.67,3.2,6.2,9.6,15.5,4.1,8.6,12.8,17.6,24.9,5.433333333,4.766666667,161.8243889,150.3825143,156.1034516,202.6818421,161.8243889,182.2531155,0.025336107,0.036130087,0.030535306
147,g_6,g-6,g,6,5.71,3.5,7.3,12.7,18.6,5.033333333,9.5,14.5,19.3,29.9,6.8,5.916666667,190.7468889,146.936,168.8414444,278.6825217,190.7468889,234.7147053,0.026387499,0.046278652,0.035042739
148,g_7,g-7,g,7,6.01,4.6,8,11.4,16,3.8,20.5,26,31.6,37.2,5.566666667,4.683333333,174.1527667,157.6313393,165.892053,199.5147778,174.1527667,186.8337722,0.021819923,0.035314467,0.02823121
149,g_8,g-8,g,8,6.05,3.5,6.9,11.5,17,4.5,12,17.4,23.6,29,5.666666667,5.083333333,266.9831304,189.0627895,228.02296,245.9037317,266.9831304,256.4434311,0.016854998,0.029972406,0.022293077
150,g_9,g-9,g,9,5.84,10.1,15.3,21.3,30.5,6.8,11.4,16.8,23,29.6,6.066666667,6.433333333,204.9830606,176.8595132,190.9212869,233.74665,204.9830606,219.3648553,0.033173473,0.034302179,0.03369626
151,h_10,h-10,h,10,5.96,4.6,8,13.1,17,4.133333333,1.9,7,9.9,15.4,4.5,4.316666667,206.0583438,190.1861358,198.1222398,213.1938,206.0583438,209.6260719,0.020059044,0.023661031,0.021787896
152,h_13,h-13,h,13,6.09,3.5,8.5,13.4,18.3,4.933333333,8.6,14.2,20.5,26.6,6,5.466666667,160.6030952,155.3266667,157.964881,189.2184783,160.6030952,174.9107867,0.030717548,0.038628267,0.034606848
153,h_2,h-2,h,2,5.96,4,8,12.3,16,4,6.3,11.1,16.8,22.6,5.433333333,4.716666667,203.0498056,168.9767677,186.0132866,232.3813111,203.0498056,217.7155583,0.0196996,0.032154322,0.025356612
154,h_4,h-4,h,4,6.01,3,5.6,8.6,12.5,3.166666667,6,10,15.3,20.8,4.933333333,4.05,219.8305577,165.5290168,192.6797872,209.7798095,219.8305577,214.8051836,0.014405034,0.029803435,0.02101933
155,h_5,h-5,h,5,5.84,2.4,5.3,10,15.5,4.366666667,10.8,17,24.1,30.6,6.6,5.483333333,189.2308421,147.61228,168.4215611,241.8366216,189.2308421,215.5337319,0.023075872,0.044711727,0.032557193
156,h_6,h-6,h,6,6.13,3,7,11.5,16.2,4.4,10,15.4,21.4,27,5.666666667,5.033333333,226.25625,182.9514951,204.6038726,229.18044,226.25625,227.718345,0.019446977,0.030973601,0.024600382
157,h_7,h-7,h,7,6.09,7,11.5,16,20.3,4.433333333,7.4,11.5,17,23.5,5.366666667,4.9,195.4977273,174.8179412,185.1578342,223.563619,195.4977273,209.5306732,0.02267716,0.030698604,0.026463909
158,h_8,h-8,h,8,6.43,8.4,13.5,21,27.1,6.233333333,9,15.7,22.5,30.6,7.2,6.716666667,227.0596875,177.9264091,202.4930483,106.4075,227.0596875,166.7335938,0.0274524,0.040466168,0.033169863
159,h_9,h-9,h,9,5.92,1.8,5.3,10.8,17.1,5.1,7,11.4,17.5,23.6,5.533333333,5.316666667,212.644875,155.0149815,183.8299282,211.8387619,212.644875,212.2418185,0.023983649,0.035695475,0.02892166
160,i_1,I-1,i,1,5.88,4.5,7.2,12.2,17,4.166666667,7.6,13,19.2,27,6.466666667,5.316666667,232.3681875,199.2807027,215.8244451,246.90075,232.3681875,239.6344688,0.017931313,0.032450039,0.024634219
161,i_10,I-10,i,10,5.96,5,8.4,12.6,18.3,4.433333333,6.7,12,18.1,25.6,6.3,5.366666667,250.00804,196.885127,223.4465835,232.2046667,250.00804,241.1063533,0.017732763,0.031998354,0.024017672
162,i_12,I-12,i,12,5.75,3.1,6.4,9.6,12.2,3.033333333,8.5,NA,16.9,18.3,3.266666667,3.15,197.41465,187.4827115,192.4486808,213.9257419,197.41465,205.670196,0.01536529,0.017423829,0.016368
163,i_13,I-13,i,13,5.88,3.6,7.3,11.6,16.6,4.333333333,7,12,18.1,25.5,6.166666667,5.25,197.278,170.0195942,183.6487971,238.8351154,197.278,218.0565577,0.021965619,0.036270329,0.028587173
164,i_2,I-2,i,2,6.01,6,10.5,15.5,20.6,4.866666667,13,19.6,26.1,34.2,7.066666667,5.966666667,258.555725,187.0485812,222.8021531,171.6086216,258.555725,215.0821733,0.018822506,0.037779846,0.026780112
165,i_3,I-3,i,3,5.84,7.5,10.1,14.5,19.5,4,4.5,8.8,13.7,19.5,5,4.5,178.1281094,147.5681304,162.8481199,157.7821765,178.1281094,167.9551429,0.022455748,0.033882655,0.02763311
166,i_4,I-4,i,4,5.88,5.2,14.5,20.3,26,6.933333333,9,13.5,19,25.5,5.5,6.216666667,204.917,163.76,184.3385,246.0831111,204.917,225.5000556,0.033834837,0.033585735,0.03372419
167,i_7,I-7,i,7,5.8,3.5,6.9,12.1,14.5,3.666666667,9.4,15.6,23.1,31.2,7.266666667,5.466666667,210.632,168.0834063,189.3577031,208.7517879,210.632,209.6918939,0.017407928,0.043232505,0.028869524
168,i_9,I-9,i,9,5.71,4.3,8.9,13.1,17.6,4.433333333,6.5,11,16.8,22.6,5.366666667,4.9,258.9076522,196.4593286,227.6834904,220.1911,258.9076522,239.5493761,0.017123222,0.027316935,0.021521104
169,j_1,j-1,j,1,6.09,2.1,3.8,9.4,12,3.3,11,17.6,23.2,29.4,6.133333333,4.716666667,196.04564,171.8206471,183.9331435,178.5925,196.04564,187.31907,0.016832815,0.035696137,0.025643376
170,j_10,j-10,j,10,6.13,3.5,8.5,13.5,19.4,5.3,7,16.4,17.2,23,5.333333333,5.316666667,190.0414583,162.9948333,176.5181458,196.9419063,190.0414583,193.4916823,0.027888651,0.032720874,0.030119661
171,j_11,j-11,j,11,5.88,0.9,5,11,NA,5.05,4,10,15.4,21.5,5.833333333,5.441666667,173.7921905,140.2898321,157.0410113,213.473129,173.7921905,193.6326598,0.029057692,0.041580585,0.034651246
172,j_2,j-2,j,2,6.38,7.4,10.5,14.8,18.3,3.633333333,7.2,11.1,15.2,NA,4,3.816666667,194.7801111,157.3551556,176.0676333,174.5903261,194.7801111,184.6852186,0.018653513,0.025420203,0.021677276
173,j_3,j-3,j,3,6.3,2,6,10.5,14.6,4.2,10,14.1,20.2,25.2,5.066666667,4.633333333,231.4236875,167.98958,199.7066338,183.9822182,231.4236875,207.7029528,0.018148531,0.030160601,0.023200698
174,j_4,j-4,j,4,5.88,3.5,8.2,11.7,16.7,4.4,4.1,9.7,14.2,20,5.3,4.85,200.0508421,177.850087,188.9504645,167.7510444,200.0508421,183.9009433,0.021994409,0.029800379,0.025668103
175,j_5,j-5,j,5,5.96,4.7,8.4,12.6,17.3,4.2,8.1,12,18,22.4,4.766666667,4.483333333,166.5024091,148.58822,157.5453145,206.0747619,166.5024091,186.2885855,0.02522486,0.032079708,0.028457421
176,j_7,j-7,j,7,5.92,1.5,5.5,9,11.7,3.4,8.7,14.3,20,26.3,5.866666667,4.633333333,190.9698974,154.4755833,172.7227404,230.5196786,190.9698974,210.744788,0.017803853,0.037977954,0.026825265
177,j_8,j-8,j,8,6.34,2.4,5.6,10.5,15.6,4.4,5.9,10.9,16,18.1,4.066666667,4.233333333,185.4713,139.7932063,162.6322532,205.930625,185.4713,195.7009625,0.023723347,0.029090589,0.026030097
178,j_9,j-9,j,9,6.09,3.5,7.8,13,18.5,5,8.9,12.5,17.8,24.8,5.3,5.15,165.0396923,161.5625467,163.3011195,155.0209355,165.0396923,160.0303139,0.030295742,0.032804633,0.031536832
179,k_10,k-10,k,10,5.74,1.5,6,11.5,18.2,5.566666667,8.6,15.1,21.4,28.5,6.633333333,6.1,180.8395385,139.8409531,160.3402458,195.2689048,180.8395385,188.0542216,0.030782354,0.047434841,0.038044098
180,k_11,k-11,k,11,5.5,2.5,6.5,11.8,17.9,5.133333333,5,9.9,15.3,21.5,5.5,5.316666667,155.17605,152.4421798,153.8091149,201.21436,155.17605,178.195205,0.033080706,0.036079253,0.034566655
181,k_14,k-14,k,14,5.94,2.1,5.6,9.8,14.1,4,10.9,15.1,20.4,26.9,5.333333333,4.666666667,146.1230345,133.4343235,139.778679,139.36376,146.1230345,142.7433972,0.027374192,0.039969726,0.033386112
182,k_15,k-15,k,15,5.77,1,4.5,9,13.6,4.2,4.3,7.3,12,16.1,3.933333333,4.066666667,146.750766,123.7754632,135.2631146,202.7132308,146.750766,174.7319984,0.028619953,0.031777973,0.03006486
183,k_16,k-16,k,16,5.82,1.1,4,8.1,12.5,3.8,5.6,9.2,13,18.2,4.2,4,213.0402,175.287507,194.1638535,228.63108,213.0402,220.83564,0.017837009,0.023960635,0.020601157
184,k_17,k-17,k,17,5.93,5.6,10.4,15.9,21.5,5.3,6.3,9.9,14.6,20.7,4.8,5.05,133.4636444,121.8793828,127.6715136,168.46778,133.4636444,150.9657122,0.039711189,0.039383199,0.039554634
185,k_3,K-3,k,3,5.88,1.4,3,8.7,13.5,4.033333333,9,13.8,19.6,24.5,5.166666667,4.6,152.2566522,143.2418671,147.7492597,163.1267941,152.2566522,157.6917231,0.026490359,0.036069529,0.031133828
186,k_5,k-5,k,5,5.74,4.8,10.5,18,30.1,8.433333333,10.5,16.5,22.6,30.3,6.6,7.516666667,199.8299,165.5082892,182.6690946,217.90305,199.8299,208.866475,0.04220256,0.039877157,0.041149088
187,k_6,k-6,k,6,5.9,2.1,6.1,11.6,18.1,5.333333333,15.7,21.4,25.2,26.3,3.533333333,4.433333333,200.2010714,175.1212619,187.6611667,223.1506786,200.2010714,211.675875,0.026639884,0.020176495,0.023624138
188,k_7,k-7,k,7,5.66,7.7,13.3,19.5,25.1,5.8,13,19.5,25,31.8,6.266666667,6.033333333,183.7387429,154.4069048,169.0728238,181.028093,183.7387429,182.3834179,0.03156656,0.040585404,0.03568482
189,k_8,k-8,k,8,6.01,4.2,9.6,16.6,23.6,6.466666667,14,21.7,29,37.2,7.733333333,7.1,233.98152,208.5084762,221.2449981,235.744875,233.98152,234.8631975,0.02763751,0.03708882,0.032091121
190,k_9,k-9,k,9,5.77,3.4,6,9.8,11.5,2.7,5.6,8.3,11.2,12.9,2.433333333,2.566666667,210.9522264,168.9202568,189.9362416,203.3656296,210.9522264,207.158928,0.012799106,0.014405219,0.013513307
191,l_10,L-10,l,11,5.75,7.4,11,16,21.5,4.7,16.1,22,29,33.1,5.666666667,5.183333333,178.8157097,149.3164205,164.0660651,210.5830667,178.8157097,194.6993882,0.026284044,0.037950727,0.031592964
192,l_11,L-11,l,12,5.8,10.6,15.7,21.2,25.5,4.966666667,15.5,22,28.5,34.5,6.333333333,5.65,198.4715135,171.1822267,184.8268701,233.0483714,198.4715135,215.7599425,0.025024582,0.03699761,0.030569148
193,l_12,L-12,l,13,5.71,4.6,9,14,19.5,4.966666667,5.1,9.6,15.2,21.5,5.466666667,5.216666667,196.9541765,169.624131,183.2891537,211.056913,196.9541765,204.0055448,0.025217372,0.032228119,0.028461404
194,l_13,L-13,l,14,6.05,7.4,7.9,16.9,22.4,5,10.6,16.5,23.7,29.6,6.333333333,5.666666667,186.55525,163.2640417,174.9096458,192.8785217,186.55525,189.7168859,0.026801712,0.038791967,0.03239768
195,l_15,L-15,l,16,6.22,0.3,4.5,9.9,15.5,5.066666667,9.4,13.2,16.3,21.1,3.9,4.483333333,178.7518837,157.4420083,168.096946,228.9584783,178.7518837,203.855181,0.02834469,0.024771025,0.026671117
196,l_16,L-16,l,17,5.92,13.2,18.5,23.6,27.2,4.666666667,14.5,19.6,26.5,33.5,6.333333333,5.5,190.86876,161.6810545,176.2749073,223.0283793,190.86876,206.9485697,0.02444961,0.039171772,0.031201264
197,l_3,L-3,l,4,5.88,4.5,8.9,14.1,18.6,4.7,9.5,14.4,22.3,28.1,6.2,5.45,207.328125,172.5125735,189.9203493,243.5758846,207.328125,225.4520048,0.02266938,0.035939409,0.02869624
198,l_6,L-6,l,7,5.96,6.9,11.5,16.5,21.1,4.733333333,7,11.5,17.5,23,5.333333333,5.033333333,167.0237442,150.2601852,158.6419647,190.2055652,167.0237442,178.6146547,0.028339284,0.035493989,0.031727629
199,l_7,L-7,l,8,6.01,8,14.3,22.9,29,7,5.7,13,19.4,27.5,7.266666667,7.133333333,212.0396944,169.7284425,190.8840685,233.4585,212.0396944,222.7490972,0.033012687,0.042813488,0.037369977
200,l_8,L-8,l,9,6.17,3.4,6.7,11.6,14.5,3.7,5.6,8,15.6,22.2,5.533333333,4.616666667,172.7674651,163.7770513,168.2722582,215.00388,172.7674651,193.8856726,0.021416069,0.033785767,0.027435697
201,l_9,L-9,l,10,5.96,4.2,8.9,15,21,5.6,9.1,14.5,22,28.6,6.5,6.05,217.45616,185.1934583,201.3248092,250.1207143,217.45616,233.7884371,0.025752317,0.035098432,0.030050941
