"","Mu.GS","Mu.StCS","b.GS","sd.GS","sd.StCS","sd.indiv","sd.motherGS","sd.motherStCS"
"1",1.78677527631445,3.68916951334417,-0.161208241496246,0.0280022120770637,0.168701207943696,0.106772420838003,0.0225578842030579,0.0619591611029717
"2",1.79203013428663,3.78924922167719,-0.212239203952915,0.0264415694811041,0.168043324144164,0.0976326459137631,0.017524753113891,0.0250318927654459
"3",1.78793442320755,3.4980276914632,-0.0514327005988006,0.0296074030018484,0.166366095224376,0.0990381134224924,0.0196463458432741,0.0432177936626458
"4",1.78995697569516,3.67491603918802,-0.135877712756564,0.0280242783302367,0.166246067028972,0.0916616246191946,0.0242155146819709,0.0559262198401087
"5",1.79040951440798,3.72654372411503,-0.183074715191632,0.0239758454336376,0.165979587535758,0.0858244538783954,0.0255928375003871,0.0541841868760074
"6",1.78828700973435,3.80530802741129,-0.225203794784913,0.0298266219899671,0.16802421431993,0.0818994317263761,0.0166625609738674,0.0455637258437208
"7",1.79203383335109,3.85441399341261,-0.248135270721717,0.0272222103976618,0.167426666758299,0.0900970192122239,0.0202203639173314,0.0589909653117247
"8",1.78436886753112,3.96219052609148,-0.315701190988847,0.0277241931025963,0.16858067973029,0.0876847144458878,0.0202541320205356,0.0506680399201956
"9",1.78742981677655,4.09480058700528,-0.382755662966964,0.0273800074826321,0.168788731254116,0.0948975224070537,0.0185498511680274,0.0590588623985286
"10",1.78594854555896,4.14380335788882,-0.405572407305007,0.0274126808670186,0.169134302692825,0.0878347777752384,0.0129472103298436,0.0430486980954346
"11",1.78310388216402,4.11216516462652,-0.390330177487014,0.026564109239769,0.169561592184855,0.0876773239042332,0.0181866364231494,0.048170905321541
"12",1.78992550259863,3.9855361808724,-0.317686501793831,0.0278630410037931,0.167012243857324,0.0930799887987139,0.0192088300601451,0.0639001821606408
"13",1.79720541046019,3.94239754984196,-0.299385965307057,0.0271614863935124,0.169801834195892,0.090479824723745,0.0223694245171191,0.0545280728472022
"14",1.78802561102344,3.8178829649873,-0.212565797310867,0.0264493669885709,0.168094590098174,0.0890863316382672,0.0199459965278907,0.0670303471385548
"15",1.77948918918896,3.651059436378,-0.126699818280261,0.0283172610828767,0.168386120537396,0.0902633103057614,0.0198983004830111,0.0498101179848495
"16",1.79783697980942,3.78815538584799,-0.218084015204407,0.0265891125744258,0.16738044822857,0.0967224611873239,0.0236689324277858,0.0499344218980699
"17",1.78897467188247,3.79689158242601,-0.212745088321284,0.0261805570666673,0.165557716111435,0.0960516022748205,0.0212639810703413,0.0587899450673527
"18",1.78760483329348,3.71666899659349,-0.173119998522408,0.0297217659000961,0.1665503924296,0.0889954902085606,0.0155865980271733,0.0521872989630613
"19",1.79198035577479,3.77013689000787,-0.19245631842756,0.0279429637023208,0.16759417362206,0.0950471986731772,0.0175525836704177,0.0547557606953061
"20",1.78744339767903,3.69857717552326,-0.151742666472496,0.026828601394231,0.167192567239438,0.100509799367377,0.0199057328812488,0.0616789240455407
"21",1.78687590872511,3.61051681109163,-0.108063917945441,0.0252769711841788,0.166856842648509,0.0936681076152885,0.0201050188099616,0.0682268037097337
"22",1.79042548952938,3.69614632298888,-0.152641231707544,0.026802057597456,0.167223813339845,0.0949090416123438,0.019318216295719,0.0532149274932288
"23",1.78704088779955,3.70424509299444,-0.154495205764185,0.0262274099627721,0.169218684974573,0.0857530976503449,0.0186177360820843,0.0501471982827657
"24",1.78943616255458,3.70452012752874,-0.159504226717327,0.0292498798283371,0.166126867532566,0.0893367420764879,0.0233745700124872,0.0523380798093413
