"","Mu.GS","Mu.StCS","b.GS","sd.GS","sd.StCS","sd.indiv","sd.motherGS","sd.motherStCS"
"1",1.78764162291297,4.13865083230393,-0.396300027048297,0.0269043062231782,0.165532399298831,0.0896819564972219,0.0143201675803591,0.0735946198558409
"2",1.78734142070714,4.05487404658765,-0.359271388568404,0.0308350695730146,0.168200504023807,0.103144429917975,0.0176369986285084,0.052417369552732
"3",1.7826870654957,4.08766719921488,-0.377231824366531,0.0267754016322459,0.16720383694564,0.0957936722545578,0.0191668038567439,0.0526958767528492
"4",1.78843245437255,3.9241810729149,-0.290475584239821,0.026152567997778,0.167205106240647,0.104238910730495,0.0156876873921986,0.0406823862487034
"5",1.7921113220649,3.60951853988158,-0.10706713074687,0.0269986245440573,0.167212511516619,0.0808697199255557,0.0232728484479973,0.0679771227041643
"6",1.7830700338657,3.8219302445475,-0.207547942716828,0.0255128317116973,0.167367513190709,0.0894034891734057,0.0165876681460048,0.0646014072680588
"7",1.7871400174362,3.84203289107972,-0.238548235596428,0.0291433666489668,0.166643335539834,0.092879340190267,0.0188739721648433,0.0550537947634417
"8",1.79452940967275,4.25128466223744,-0.455800753458824,0.0282056870687937,0.169090569729356,0.0815971069815568,0.0206235699322305,0.0745829358752122
"9",1.78463216280641,3.9183764816363,-0.267870217550735,0.026349226644742,0.167491827659902,0.0902962763110128,0.0160187838201232,0.0591156669059588
"10",1.79136215029664,3.56768826655069,-0.0872578419634546,0.0265030979357983,0.167105411673214,0.0967524548895759,0.0163946213700275,0.05081384446239
"11",1.78593111879804,3.56082252327906,-0.0866849379585061,0.0269953193456989,0.165555736199328,0.0874965852355497,0.0147316521867947,0.0466638333117835
"12",1.78727659980225,3.49885777665459,-0.0500697448848727,0.0277125875703282,0.165698186732608,0.0928830487909635,0.0162519734702301,0.0592505680256916
"13",1.79119473497043,3.18518436693089,0.129058085217497,0.0277853346592882,0.16875816272793,0.0993537404169077,0.0205040438684148,0.0478135084987076
"14",1.78508376413828,3.30671532587888,0.0531272296133318,0.0304262251811887,0.168098429339036,0.0969702534606351,0.0226986571924288,0.0377775465430802
"15",1.78524899752656,3.05514763515276,0.198362312381743,0.0293146308153611,0.166861072201996,0.0953833368505485,0.0170222415568396,0.0553153684885637
"16",1.78533938954859,3.12509581532793,0.151139718255886,0.0266824979294944,0.166238877429668,0.089631084487586,0.0199251546939917,0.068003148928793
"17",1.77991454662474,3.40912481520296,-0.00345024602646546,0.0265887989048467,0.168986120112955,0.0958274546694821,0.022680845538187,0.0466475778445455
"18",1.78955081855593,3.26750543445664,0.0935754381429691,0.0255590411184983,0.169382605518034,0.0890566089729423,0.0192666541227558,0.0577534540201039
"19",1.79136240154941,3.27537489281956,0.0823311295357126,0.0274400258463452,0.168061626593458,0.0951246228986809,0.0203552403149375,0.0585354669533277
"20",1.78072455283386,3.30238200997924,0.0594135892105362,0.0292221566425475,0.16813194627187,0.09187503221695,0.0224069574956401,0.037894330358469
"21",1.78485551674798,2.85912669926398,0.308749835273692,0.025912123381182,0.170233630316095,0.0961775752311807,0.015289864996239,0.0474298880895614
"22",1.78652476122903,3.58199523102395,-0.102094266865124,0.0290134051262353,0.169796923305924,0.0938863851337789,0.0222207849629575,0.0375198459253017
"23",1.7905503592891,3.16668454032162,0.144082953348195,0.0283284453987853,0.167593363868167,0.106661964007535,0.0252665366818252,0.0296193310852443
"24",1.78337248919434,3.39867020478947,0.0166894592112295,0.027476169995722,0.165641267028104,0.0971607571526399,0.0169845758172914,0.0520136861616736
"25",1.78597391316046,3.54778810238166,-0.0761351124518938,0.029320499239632,0.16717549241575,0.0906994172793397,0.014367803007824,0.0626557556666286
"26",1.78416534846377,3.49642725213993,-0.0469544717867254,0.0262622821454913,0.166190062917488,0.101790381537866,0.0191176272655564,0.038177487023467
