FullID,Population,IndID,PopName,AB10Freq,ab10round,Species,Region,Group,Altitude,1C_GS,GS_bp,Total_Reads,Total_corr,180knobreads,180knob%,180knobbp,TR1total,TR1%,TR1bp,CentCreads,CentC%,CentCbp,Cpreads,CP%,CPbp,mtreads,mt%,mtbp,cDNAreads,cDNA%,cDNAbp,TotallTereads,TotallTe%,TotallTebp,TotFTereads,TotFTe%,TotFTebp,Gsnoknob,GSno180,GSnoTR1
RIMME0030.14,RIMME0030,14,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1357795,1272260,166624,13.09669407,377212292.3,3367,0.264647163,7622394.063,6279,0.493531196,14214734.87,55140,4.334019776,124828871,23534,1.849779133,53277523.57,62001,4.873296339,140361168.5,825958,64.92053511,1869847744,237836,1816000.272,538425813.6,2495375314,2502997708,2872587606
RIMME0030.1,RIMME0030,1,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1371941,1267257.5,125375,9.89341156,284951029.1,7256,0.572575029,16491363.25,5434,0.428799987,12350340.12,108935,8.59612194,247586363.7,42346,3.341546608,96243559.54,62337.5,4.919087084,141680038.1,814586,64.27943808,1851382803,232375,2348785.336,528139544.4,2578767608,2595258971,2863718637
RIMME0030.2,RIMME0030,2,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1595186,1483146.333,165613,11.16632906,321613726.2,5035,0.339481,9777765.703,6326,0.426525681,12284835.32,97382,6.565906399,189111892.7,38448,2.592326808,74664455.96,73591.66667,4.961861484,142912030.7,957899,64.58560281,1860200991,271511,2431515.304,527263345.3,2548818508,2558596274,2870432234
RIMME0030.4,RIMME0030,4,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1579585,1484341,171560,11.55799105,332894414.2,5731,0.386097265,11120412.03,7629,0.513965457,14803284.48,50044,3.371462487,97105199.71,21737,1.464420911,42178397.53,73507,4.952163957,142632721.5,982052,66.16080806,1905570210,276325,2390770.149,536180047.7,2536195174,2547315586,2869089588
RIMME0030.5,RIMME0030,5,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,551493,515415,56810,11.02218601,317462103.5,2619,0.508134222,14635332.67,1832,0.355441731,10237468.29,26877,5.214632869,150192377.3,9783,1.898082128,54668751.26,26295,5.101714153,146940081.2,346941,67.312942,1938754087,102062,925968.7684,570336511.4,2548112564,2562747896,2865574667
RIMME0030.6,RIMME0030,6,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1762372,1636397,165222,10.09669414,290805994.3,7215,0.440907677,12699067.01,8136,0.497189863,14320112.15,118524,7.242985657,208613197.2,44829,2.739494145,78903184.31,81146,4.958821117,142824461.7,1062036,64.90087674,1869281542,299540,2966713.618,527218091.6,2576704939,2589404006,2867510933
RIMME0030.7,RIMME0030,7,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,927395,864816,81898,9.469991305,272755636.6,4202,0.485883702,13994470.99,4277,0.494556067,14244253.31,38239,4.421634197,127352350.3,15743,1.820387227,52430974.95,46836,5.415718488,155984065.5,590246,68.25104993,1965773565,171515,1811142.107,571218869.9,2593459892,2607454363,2866215529
RIMME0030.8,RIMME0030,8,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,450712,420235.5,46727,11.11924147,320257504.8,1975,0.469974574,13536254.67,1665,0.396206413,11411576.72,27913,6.642227989,191310114.8,9962,2.370575546,68277553.94,20514.5,4.881667541,140602276.7,269415,64.11048091,1846516482,78085,702251.14,535178960,2546416241,2559952495,2866673745
RIMME0030.9,RIMME0030,9,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1606789,1508833.833,192426,12.75329302,367321621,8847,0.586346873,16888021.27,6857,0.454456935,13089314.1,60025,3.978237939,114581607,25292,1.676261457,48279850.11,72663.16667,4.815849503,138706579,987304,65.43490596,1884662705,285892,2241711.215,545738688.5,2496000358,2512888379,2863321979
RIMME0031.10,RIMME0031,10,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,834623,778840,112853,14.48988239,448161194.9,2732,0.35077808,10849302.94,4048,0.519747317,16075394.69,38334,4.921935186,152231763.8,16113,2.068845976,63987854.41,39670,5.093472343,157537279.5,514154,66.01535617,2041805455,158569,1094342.906,629708315.3,2633914502,2644763805,3082075697
RIMME0031.11,RIMME0031,11,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,1250216,1164837.833,182968,15.7075942,485824108,6451,0.553810995,17128958.73,5592,0.480066825,14848106.84,55913,4.800067306,148462481.7,26366,2.263491041,70008080.28,59012.16667,5.066127231,156691515.6,771457,66.22870394,2048404141,236098,1503081.866,626897054.5,2589971933,2607100892,3075796041
RIMME0031.12,RIMME0031,12,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,736883,685511,90256,13.16623657,407221822.6,3761,0.548641816,16969079.89,3245,0.473369501,14640963.64,38771,5.65578087,174929060.5,16292,2.376621236,73507112.36,35080,5.117350415,158275810.3,458629,66.90322985,2069266722,139161,1056953.513,627874003.4,2668734098,2685703177,3075955920
RIMME0031.1,RIMME0031,1,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,1603651,1491208,191032,12.81055359,396220814.7,4811,0.322624342,9978528.934,7592,0.50911744,15746620.59,52926,3.549203062,109774188.8,30697,2.058532411,63668863.58,81746,5.481864368,169549953.5,1013076,67.93659905,2101228056,289914,2263087.211,601312666.3,2686725656,2696704185,3082946471
RIMME0031.2,RIMME0031,2,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,1349521,1254089,153153,12.21229115,377717006.1,3698,0.294875404,9120275.076,5583,0.445183715,13769198.42,60362,4.813215011,148869130.4,31575,2.517763891,77872548.82,63857,5.091903366,157488752.2,824777,65.76702291,2034124693,234554,1920638.782,578474040.1,2706087719,2715207994,3083804725
RIMME0031.3,RIMME0031,3,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,1524748,1423531.667,195740,13.7503088,425286738.4,5544,0.389453929,12045517.92,6369,0.447408382,13838005.71,49676,3.489630836,107931664.5,27569,1.936662222,59899510.02,73647.33333,5.173564808,160014479.3,965790,67.8446446,2098383974,279397,2031932.549,607049345.3,2655592744,2667638262,3080879482
RIMME0031.4,RIMME0031,4,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,912721,851931,137910,16.18793071,500680556,7661,0.89925123,27813166.12,3755,0.440763395,13632481.24,41240,4.840767621,149721311.9,19243,2.258751002,69861474.43,41547,4.876803403,150835871.7,569252,66.81902642,2066662373,181116,1118833.551,657539406.7,2564431278,2592244444,3065111834
RIMME0031.5,RIMME0031,5,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,84929,79502,12928,16.26122613,502947528.4,530,0.666649896,20618981.28,271,0.340871928,10542913.07,5107,6.423737768,198681391.3,1820,2.289250585,70804803.65,3607,4.53699278,140325783.9,49868,62.72546603,1940051620,15681,96431.84267,610049519.8,2569358490,2589977472,3072306019
RIMME0031.6,RIMME0031,6,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,404896,377640,55382,14.66528969,453586411.3,2346,0.621226565,19214071.73,1403,0.371517848,11490768.39,23710,6.278466264,194188252.7,9189,2.433269781,75259209.37,18067,4.784185997,147971284.8,239224,63.34710306,1959278387,74035,504831.4868,606357118.9,2620124517,2639338589,3073710928
RIMME0031.7,RIMME0031,7,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,1215254,1139848.5,189891,16.6593192,515260248.3,8101,0.710708485,21981680.39,5886,0.516384414,15971382.64,35191,3.087340116,95489114.28,17743,1.556610374,48144791.41,57662.5,5.058786321,156464466.8,751856,65.96104658,2040125700,236642,1420478.215,642116875.9,2555683071,2577664752,3070943320
RIMME0031.8,RIMME0031,8,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,1473850,1380470.5,176554,12.78940767,395566787.2,8119,0.588132814,18190506.84,5644,0.408846114,12645303.68,66443,4.813069167,148864619.5,26718,1.935427088,59861308.26,66661.5,4.828897104,149354165.8,895666,64.8812126,2006727245,264107,2065044.815,591728068.8,2679167706,2697358213,3074734493
RIMME0031.9,RIMME0031,9,mexico_tenango,0,0,mexicana,MH,1,2609,3.1625,3092925000,1535856,1442866.5,228425,15.83133298,489651255.4,13184,0.913736649,28261189.24,6966,0.482788948,14932300.08,55431,3.841727561,118821752.2,24860,1.722959123,53289833.47,68129.5,4.721815913,146042224.8,933744,64.71451101,2001571290,285169,1801294.941,611287551.1,2575012555,2603273745,3064663811
RIMME0032.10,RIMME0032,10,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1812788,1680965,69012,4.105498925,114031053.7,4851,0.288584236,8015484.867,7350,0.437248842,12144674.04,69553,4.137682819,114924967.8,34640,2.060721074,57236939.97,97183,5.781381528,160579028.2,1188250,70.68856282,1963388970,311594,7589674.379,514858171.9,2655473461,2663488946,2769504515
RIMME0032.12,RIMME0032,12,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,2171068,2013287.5,98809,4.907843515,136316335.2,2413,0.119853722,3328961.095,10146,0.50395187,13997363.97,77646,3.856677201,107119980.6,42848,2.12826037,59112857.43,114932.5,5.708697839,158560224.2,1415674,70.31653452,1953055810,375118,7643234.73,517510662.2,2637874704,2641203665,2774191039
RIMME0032.13,RIMME0032,13,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1826979,1698579.5,106381,6.262939121,173954386.7,2884,0.169788932,4715921.557,7089,0.417348732,11591944.49,76394,4.497522783,124919594.8,35542,2.092454313,58118337.02,92857.5,5.466773854,151840737.2,1181047,69.5314526,1931250002,319848,5106995.196,523015977.2,2598849692,2603565613,2772804078
RIMME0032.14,RIMME0032,14,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,579766,533393,13276,2.488971546,69131682.49,631,0.118299265,3285785.753,2671,0.500756478,13908611.32,31257,5.860031909,162763558.3,14810,2.776564372,77119630.74,31563,5.917400491,164356982.1,374592,70.22814323,1950600724,97206,3905468.511,506177638.5,2705102532,2708388318,2774234214
RIMME0032.15,RIMME0032,15,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1181026,1097158,56286,5.130163568,142491319.1,4630,0.421999384,11721117.29,4023,0.366674627,10184461.09,46458,4.234394682,117611159.2,22137,2.017667464,56041117.36,61731,5.626445781,156275656.9,773659,70.51482102,1958563257,203465,3966052.881,515083613.1,2623307564,2635028681,2765798883
RIMME0032.1,RIMME0032,1,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,2084969,1925722.833,55889,2.902234892,80610154.58,3367,0.174843438,4856311.447,10337,0.536785451,14909323.26,86832,4.509060104,125240046.2,44971,2.335278952,64862839.95,114275.1667,5.934144036,164822037.4,1.36E+06,70.6560662,1962486370,353151,12168243.2,509358848.8,2692053534,2696909845,2772663689
RIMME0032.3,RIMME0032,3,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1819963,1678831,41338,2.462308594,68391113.67,4378,0.260776695,7243124.865,7889,0.469910313,13051852.91,77748,4.631079602,128629162.2,41613,2.47868904,68846083.83,99519,5.927874813,164647908.5,1186509,70.67471354,1963004303,306872,12462775.81,507700368.6,2701885761,2709128886,2770276875
RIMME0032.4,RIMME0032,4,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,2408555,2222585,62693,2.820724517,78346187.6,3582,0.16116369,4476353.723,11654,0.524344401,14563770.6,105130,4.730077815,131378857.3,54504,2.452279665,68112558.16,131466,5.915004376,164290429.5,1.57E+06,70.82068852,1967058788,403895,14318838.92,504739499.5,2694697459,2699173812,2773043646
RIMME0032.5,RIMME0032,5,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1883347,1781347.5,62296,3.497127877,97133426.2,3575,0.200690769,5574226.253,7502,0.42114186,11697299.4,74063,4.157695228,115480816.5,39168,2.198784909,61071690.59,62831.5,3.527189389,97968390.72,1236248,69.39959778,1927587708,320289,9158629.919,499402336.3,2674812348,2680386574,2771945774
RIMME0032.7,RIMME0032,7,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1154301,1092373.167,11520,1.054584674,29291300.24,1663,0.152237354,4228422.943,5040,0.461380795,12814943.86,40802,3.735170475,103745107,22346,2.045637945,56818003.05,39581.83333,3.623471771,100642653.1,772476,70.71539503,1964134240,191461,18155109.28,486817850.3,2744000277,2748228700,2773291577
RIMME0032.8,RIMME0032,8,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1416681,1311347.5,20271,1.545814515,42935307.32,2343,0.178671176,4962627.648,5792,0.441683078,12267835.83,57067,4.351783185,120871648.3,28093,2.142300191,59502816.27,77240.5,5.8901626,163600444.2,938407,71.56051314,1987607564,234598,15176335.69,496893948.4,2729622065,2734584693,2772557372
RIMME0032.9,RIMME0032,9,chihuahua_nabogame,0.166666667,0.166666667,mexicana,MH,1,2016,2.84,2777520000,1624258,1504442,54631,3.631313138,100860448.7,1589,0.105620556,2933632.058,7059,0.469210511,13032415.79,69702,4.633079906,128684721,32649,2.170173393,60277000.03,87167,5.793975441,160928826.7,1059548,70.42797263,1956151025,273136,7521686.773,504267165.3,2673725919,2676659551,2774586368
RIMME0033.10,RIMME0033,10,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1468771,1365558,104804,7.674811323,203974611.7,6336,0.463986151,12331429.53,7501,0.549299261,14598808.85,63319,4.636859072,123234499.1,29920,2.191045712,58231750.54,73293,5.367256462,142646380.1,920584,67.41449283,1791685088,248413,3236731.036,483473390.6,2441408959,2453740388,2645383570
RIMME0033.11,RIMME0033,11,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,928972,861256,57666,6.695570191,177949173.3,7488,0.869427905,23106915.85,3362,0.390360125,10374659.6,59957,6.961577046,185018877.4,23007,2.671331172,70996369.26,44709,5.191139452,137965691.9,566437,65.76871453,1747944991,157316,2349553.444,485455071.4,2456658911,2479765827,2634608084
RIMME0033.12,RIMME0033,12,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1988831,1847232.5,125681,6.803745603,180824167.5,11053,0.598354566,15902559.04,11011,0.596080894,15842131.33,70273,3.804231465,101105630.3,35372,1.914864534,50891641.95,106226.5,5.750575523,152833908.3,1279090,69.24358466,1840297136,350042,5144842.568,503624678.6,2460988273,2476890833,2641812441
RIMME0033.13,RIMME0033,13,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,908674,846401.3333,60404,7.136567208,189669617.2,6603,0.78012637,20733535.56,4567,0.539578545,14340459.93,42759,5.051858771,134264008.3,16826,1.987945829,52833934.48,45446.66667,5.369399229,142703328.7,576303,68.08862147,1809601506,160009,2242100.373,502431060.4,2447311847,2468045383,2636981464
RIMME0033.1,RIMME0033,1,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1074478,1000569.5,76935,7.689121046,204354923.4,3702,0.369989291,9833260.888,5129,0.51260807,13623661.56,42933,4.290856357,114038733,18716,1.87053473,49713482.11,55192.5,5.516108576,146602445,684547,68.41573724,1818295311,188126,2446651.56,499700712.5,2443526816,2453360077,2647881739
RIMME0033.3,RIMME0033,3,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1764803,1637619,87410,5.337627372,141858923.3,7913,0.483201526,12842119.44,8010,0.48912476,12999542.11,83345,5.089401137,135261777.4,35646,2.176696777,57850396.76,91538,5.589700657,148558312.8,1132234,69.13903661,1837518547,300647,5632596.265,487924261.8,2503013957,2515856077,2644872881
RIMME0033.4,RIMME0033,4,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,703923,655227.5,66753,10.18775921,270761604.8,5047,0.770266816,20471496.7,3316,0.506083765,13450264.13,30508,4.656092731,123745674.9,13717,2.093471352,55638502.13,34978.5,5.338374839,141878788.9,438297,66.89233892,1777807725,127637,1252846.65,517717540,2366481899,2386953395,2637243503
RIMME0033.5,RIMME0033,5,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1233487,1143239,60127,5.259355218,139778672.5,6127,0.535933431,14243583.19,7535,0.659092281,17516794.41,60705,5.309913325,141122362.9,26478,2.316051149,61554038.81,63770,5.578011247,148247641.6,791576,69.23976526,1840195627,208414,3962729.106,484505002,2503692744,2517936327,2643471417
RIMME0033.6,RIMME0033,6,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1507579,1385708.833,106170,7.661782724,203628348.7,8802,0.635198376,16881762.51,7010,0.505878279,13444802.91,119760,8.642508233,229693237.7,46813,3.378271024,89784815.76,75057.16667,5.416517876,143955608.1,920708,66.4431068,1765868416,254441,3320911.192,488004150.7,2437204889,2454086651,2640833237
RIMME0033.7,RIMME0033,7,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,552362,510214.5,38687,7.582497165,201521164.5,2398,0.469998403,12491218.05,2359,0.462354559,12288066.46,36506,7.155029894,190160302.8,14679,2.877025251,76463131.65,27468.5,5.383716065,143083829.4,338544,66.35326907,1763480785,94417,1245196.641,491819572.3,2443702617,2456193835,2645223782
RIMME0033.8,RIMME0033,8,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1116870,1042678,76275,7.315297724,194419764.9,5845,0.560575748,14898505.75,5780,0.554341801,14732825.19,32793,3.14507451,83587117.02,15540,1.490393007,39610398.51,58652,5.625130673,149499941.7,719404,68.99579736,1833711656,195209,2668503.831,497574406.9,2448396729,2463295235,2642816494
RIMME0033.9,RIMME0033,9,morelos_amatlan,0.25,0.25,mexicana,MH,1,1657,2.7175,2657715000,1122321,1048913,88869,8.472485325,225174513.4,4920,0.469057014,12466198.63,6712,0.639900545,17006732.76,46645,4.44698464,118188177.8,17566,1.67468608,44508383.15,55842,5.323797112,141491354.4,709754,67.66566913,1798360638,198213,2339490.626,502228176.5,2420074288,2432540487,2645248801
RIMME0034.10,RIMME0034,10,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,1997625,1856390,94888,5.11142594,136721954.5,6854,0.369211211,9875772.235,11796,0.635426823,16996587.29,68408,3.685001535,98567526.56,34423,1.854297858,49599315.39,106812,5.753747865,153902974,1309954,70.56459041,1887482834,343673,6723622.802,495190585.3,2528232273,2538108046,2664954228
RIMME0034.12,RIMME0034,12,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,2354749,2199829.333,98687,4.486120741,119996103.4,9100,0.413668454,11064927.92,13850,0.629594296,16840577.1,69260,3.14842606,84215044.77,31713,1.441611834,38560665.82,123206.6667,5.600737512,149810207.2,1.56E+06,70.71730413,1891567666,405307,9034687.726,492823377.9,2543768969,2554833897,2663765072
RIMME0034.1,RIMME0034,1,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,1944965,1843225.667,91697,4.974811368,133067746.9,4374,0.237301383,6347408.585,11333,0.614846039,16446086.3,88191,4.784601343,127979952.1,39301,2.132186021,57032351.35,62438.33333,3.387449213,90608507.78,1256654,68.17689351,1823616001,329264,6618622.811,477817361.7,2535414845,2541762253,2668482591
RIMME0034.2,RIMME0034,2,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,1723345,1625430.5,61380,3.776230359,101007742.5,2215,0.136271591,3645033.393,8403,0.516970735,13828088.31,99105,6.097153954,163088503.1,42985,2.644530172,70736686.4,54929.5,3.379381647,90392714.11,1107770,68.15240639,1822961012,284092,7523163.923,467505565.1,2570177224,2573822257,2671184967
RIMME0034.3,RIMME0034,3,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,1541065,1425999.5,94053,6.59558436,176420669.1,4723,0.331206287,8859205.133,6829,0.478892174,12809551.53,103796,7.278824432,194696179.5,39093,2.741445562,73329008.31,75972.5,5.327666665,142506026.2,966448,67.7733758,1812822588,262234,3975902.447,491887528.9,2489550126,2498409331,2665970795
RIMME0034.4,RIMME0034,4,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,1649896,1532240.667,61438,4.009683422,107252215.1,5838,0.381010642,10191386.95,7421,0.484323394,12954827.44,73436,4.792719682,128197103.9,31569,2.060316025,55109951.14,86086.33333,5.618329758,150280769.9,1077207,70.30272877,1880478480,279713,6975937.264,488294521.9,2557386398,2567577785,2664638613
RIMME0034.5,RIMME0034,5,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,1265090,1178965.5,79221,6.71953505,179736139.4,3972,0.336905533,9011650.265,5831,0.494586144,13229338.54,56009,4.75069033,127072890.1,22011,1.866975751,49938427.49,64113.5,5.438115025,145460332.1,813611,69.01058598,1845915857,221194,3291805.138,501843647.7,2486082210,2495093861,2665818350
RIMME0034.8,RIMME0034,8,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,2098733,1928715.333,74135,3.843750227,102813784.2,3062,0.158758524,4246520.634,10067,0.521953646,13961372.7,137169,7.111935993,190232197.5,59113,3.064889825,81980592.5,110904.6667,5.750183283,153807627.5,1.33E+06,68.92152393,1843533599,344889,8972721.422,478307725.3,2567769695,2572016216,2670583479
RIMME0034.9,RIMME0034,9,michoacan_santaclara,0,0,mexicana,MH,1,2173,2.735,2674830000,2192466,2026064.5,122654,6.053805296,161929000.2,7926,0.391201761,10463982.06,9945,0.49085308,13129485.44,132252,6.527531577,174600372.9,55413,2.735006709,73156779.95,110988.5,5.478033893,146528094,1380916,68.15755372,1823098694,370305,6116896.43,488880251.9,2502437018,2512901000,2664366018
RIMME0035.10,RIMME0035,10,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,1746233,1622808.5,247228,15.23457635,470821535.3,12392,0.763614438,23599351.47,7159,0.441148786,13633615.01,108641,6.694628479,206896154.2,45403,2.797803931,86465570.92,78021.5,4.807806959,148584312.5,1044155,64.34246555,1988491029,320603,2104443.16,610557043.2,2596059113,2619658465,3066880649
RIMME0035.11,RIMME0035,11,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,1280944,1189907.167,178721,15.01974314,464182157.7,8114,0.681901935,21074042.94,5100,0.428604865,13245947.62,78050,6.559335231,202714943.4,32371,2.720464328,84075405.95,58665.83333,4.930286578,152369520.6,780728,65.61251347,2027741606,245582,1635061.251,637836531,2605223799,2626297842,3069405957
RIMME0035.12,RIMME0035,12,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,528948,486254,60593,12.46118284,385110363.4,2600,0.534699972,16524795.68,1694,0.348377597,10766539.96,45280,9.31200566,287785672.5,18639,3.833181835,118463718,24055,4.947003007,152886138.5,317313,65.25663542,2016743266,93361,749214.5907,593373634.5,2688844841,2705369637,3073955204
RIMME0035.1,RIMME0035,1,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,1440242,1349779.5,205594,15.23167303,470731808.5,10244,0.758938775,23454851.05,5759,0.426662281,13185912.45,62970,4.665206428,144177271.6,25690,1.903273831,58820297.09,64772.5,4.798746758,148304308.8,885961,65.63746153,2028512621,271005,1779220.179,620498038.7,2596293340,2619748191,3067025149
RIMME0035.2,RIMME0035,2,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,487797,454163,73773,16.24372747,502009148.8,3878,0.853878453,26388942.82,1964,0.432443858,13364590.95,32629,7.184424975,222033217,12630,2.780939883,85944390.89,21004,4.624771283,142927631.5,280586,61.78090245,1909326434,86363,531669.8408,587681348.4,2562081908,2588470851,3064091057
RIMME0035.3,RIMME0035,3,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,880614,820304.5,114957,14.01394238,433098086.6,7499,0.914172725,28252325.23,3376,0.41155449,12719009.2,52929,6.452360069,199408897.5,21591,2.632071383,81343639.69,38718.5,4.720015555,145871136.7,527474,64.30221948,1987247233,156739,1118450.438,590510895.3,2629129588,2657381913,3062227675
RIMME0035.4,RIMME0035,4,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,568961,530501,99462,18.74869227,579424585,5022,0.946652315,29256100.48,2278,0.429405411,13270688.35,40207,7.579062056,234229397,14840,2.797355707,86451718.66,23620,4.452395,137600377,324324,61.13541728,1889377844,107444,573074.636,625924424.5,2481799315,2511055415,3061223900
RIMME0035.5,RIMME0035,5,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,1077974,1000119,138159,13.8142561,426926822,8017,0.801604609,24773430.12,4332,0.433148455,13386366.38,78039,7.802971446,241149272,30969,3.096531513,95697687.1,46886,4.688042123,144883004.2,634706,63.4630479,1961312803,188494,1364488.964,582467623.5,2638779748,2663553178,3065706570
RIMME0035.6,RIMME0035,6,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,1999507,1863031,281545,15.11220157,467039567,10248,0.550071362,16999845.43,8571,0.460056757,14217962.06,105512,5.663459169,175028072.9,45260,2.429374498,75079332.98,91216,4.896107472,151313222.2,1.22E+06,65.23777651,2016160435,367349,2430810.616,609375119.1,2606440588,2623440433,3073480155
RIMME0035.7,RIMME0035,7,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,847639,783601,99271,12.66856474,391519459.6,5845,0.745915332,23052364.15,2977,0.379912736,11741127.13,77257,9.859226826,304697433.2,27515,3.511353355,108517673.2,36523,4.660917993,144044738.4,487213,62.17615853,1921541744,144872,1143554.956,571367339.4,2675908176,2698960540,3067427636
RIMME0035.8,RIMME0035,8,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,1105580,1020438,137872,13.51106094,417556636,8808,0.863158761,26675748.88,4465,0.437557206,13522617.93,82691,8.103481054,250436461.3,33498,3.282708014,101451434.6,51644,5.060964017,156408080.8,664320,65.10145643,2011947491,207789,1537917.718,629305992.8,2646247615,2672923364,3063804251
RIMME0035.9,RIMME0035,9,df_xochimilco,0.083333333,0.083333333,mexicana,MH,1,2237,3.16,3090480000,974586,901673.6667,127950,14.19027801,438547703.7,7835,0.86893965,26854406.08,4046,0.448721101,13867635.87,69129,7.666742698,236939149.7,27072,3.002416617,92789085.07,45840.33333,5.083916169,157117412.4,585188,64.90019856,2005727656,187039,1318078.475,641074825.7,2625077890,2651932296,3063625594
RIMPA0071.11,RIMPA0071,11,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,2535115,2298350,149183,6.490873888,193616277.2,27407,1.192464159,35570013.4,9809,0.426784432,12730552.83,285789,12.43452912,370909569.1,116397,5.064372267,151065160.4,120368,5.237148389,156218899.3,1.50E+06,65.42519634,1951568182,424169,6534851.968,550505236.4,2753713709,2789283723,2947329987
RIMPA0071.12,RIMPA0071,12,michoacan_guajes,0,0,parviglumis,ML,1,985,3.05,2982900000,1768298,1624031,89980,5.540534633,165268607.6,25297,1.557667311,46463658.21,6421,0.395374226,11793617.79,140747,8.66652176,258513677.6,59223,3.646666843,108776425.3,85044,5.236599548,156202527.9,1107671,68.20504042,2034488151,310063,5596264.992,569500780.9,2771167734,2817631392,2936436342
