FullID,Population,IndID,PopName,AB10Freq,ab10round,Species,Region,Group,Altitude,1C_GS,GS_bp,Total_Reads,Total_corr,180knobreads,180knob%,180knobbp,TR1total,TR1%,TR1bp,CentCreads,CentC%,CentCbp,Cpreads,CP%,CPbp,mtreads,mt%,mtbp,cDNAreads,cDNA%,cDNAbp,TotallTereads,TotallTe%,TotallTebp,TotFTereads,TotFTe%,TotFTebp,Gsnoknob,GSno180,GSnoTR1
RIMMA0696.1,RIMMA0696,1,NA,0,0,mays,ML,1,30,3.03,2963340000,990239,908707.5,36256,3.989842716,118232605.1,7997,0.880041157,26078611.63,3200,0.352148519,10435357.91,71778,7.898911366,234071600.1,32714,3.600058325,106681968.4,48817.5,5.372190721,159196276.5,616374,67.8297472,2010026031,165083,4137581.648,538343809.4,2819028783,2845107395,2937261388
RIMMA0700.1,RIMMA0700,1,NA,1,1,mays,ML,1,579,2.935,2870430000,927371,856508,55253,6.450961345,185170329.7,10642,1.242486935,35664717.74,3673,0.42883429,12309388.11,55521,6.482251187,186068482.8,24344,2.842238485,81584466.13,46519,5.431239405,155899925.2,593119,69.24850673,1987729912,173323,2686777.842,580860352.6,2649594953,2685259670,2834765282
RIMMA0701.1,RIMMA0701,1,NA,1,1,mays,ML,1,686,3.175,3105150000,1045810,951096.6667,87302,9.179088,285024451,15953,1.677326875,52083515.47,2727,0.286721644,8903137.133,122606,12.89101353,400285306.7,47240,4.966897862,154229629,47473.33333,4.991430945,154991418,623261,65.53077325,2034828806,189776,2067482.085,619582600.9,2768042033,2820125549,3053066485
RIMMA0702.1,RIMMA0702,1,NA,0,0,mays,ML,1,1052,3.06,2992680000,889920,807076.1667,82078,10.16979604,304349452,14600,1.808999027,54137552.07,1846,0.228726863,6845063.091,103842,12.86644363,385051485.1,42958,5.322669876,159290476.8,39885.83333,4.942016006,147898724.6,522362,64.72276367,1936945204,164695,1619452.341,610697543.7,2634192996,2688330548,2938542448
RIMMA0703.1,RIMMA0703,1,NA,0,0,mays,ML,1,30,3.005,2938890000,802214,730704.5,57986,7.935629245,233219414.3,6972,0.954147675,28041350.61,3314,0.45353491,13328892.13,81618,11.16976835,328267205.2,33240,4.549034528,133691120.8,38269.5,5.237342866,153919745.7,483094,66.11345626,1943001755,141314,1780753.556,568364231.3,2677629235,2705670586,2910848649
RIMMA0708.1,RIMMA0708,1,NA,0,0,mays,SAL,1,1098,2.92,2855760000,811469,734251,10701,1.457403531,41619947.08,1272,0.173237762,4947254.713,3317,0.451752875,12900977.89,84718,11.53801629,329498054,35999,4.902819336,140012753.5,41219,5.613747887,160315166.7,484981,66.05111876,1886261429,122715,8420111.341,477281731.2,2809192798,2814140053,2850812745
RIMMA0709.1,RIMMA0709,1,NA,1,1,mays,ML,1,747,3.115,3046470000,961929,879785.3333,70204,7.97967383,243098369.3,12788,1.453536393,44281550.15,3015,0.342697234,10440168.42,87243,9.916396272,302100037.5,35203,4.001316988,121898921.6,46940.66667,5.335468198,162543438,589894,67.04976517,2042650981,175371,2197721.407,607264602.1,2759090081,2803371631,3002188450
RIMMA0710.1,RIMMA0710,1,NA,1,1,mays,ML,1,91,3.1,3031800000,699791,647107,48577,7.50679563,227591029.9,8722,1.347845101,40863967.78,2522,0.389734619,11815974.17,47039,7.269122417,220385253.4,20189,3.119885892,94588700.48,32495,5.021580666,152244282.6,446030,68.92677718,2089722031,131512,1751905.959,616154796,2763345002,2804208970,2990936032
RIMMA0712.1,RIMMA0712,1,NA,0,0,mays,ML,1,1220,2.915,2850870000,846341,765276,30584,3.996466634,113934068.3,858,0.112116413,3196293.18,2895,0.37829489,10784695.52,102703,13.42038689,382597783.8,39116,5.111358516,145718186.5,41949,5.481551754,156271914.5,507314,66.29163857,1889888437,136680,3420021.046,509171738.8,2733739638,2736935932,2847673707
RIMMA0716.1,RIMMA0716,1,NA,0,0,mays,ML,1,91,3.045,2978010000,1179326,1087187.5,91494,8.415659672,250619186.6,13587,1.249738431,37217335.44,2949,0.271250359,8077862.825,97833,8.998723771,267982893.8,38068,3.501511929,104275375.4,54070.5,4.973429146,148109217.3,706945,65.02512216,1936454640,202689,2408474.295,555203098.7,2690173478,2727390813,2940792665
RIMMA0720.1,RIMMA0720,1,NA,0,0,mays,ML,1,39,3.05,2982900000,1539868,1416371.833,132827,9.377975252,279735623.8,15556,1.098299164,32761165.75,3898,0.275210217,8209245.571,117403,8.288995675,247252452,49966,3.527745951,105229134,73530.16667,5.191445137,154855617,952963,67.28197904,2006954153,288321,3074448.293,607208284.3,2670403210,2703164376,2950138834
RIMMA0721.1,RIMMA0721,1,NA,1,1,mays,ML,1,915,3.18,3110040000,498783,462649.8333,45833,9.906628447,308100107.4,7746,1.674268408,52070417.2,734,0.158651305,4934119.058,36139,7.811307256,242934780.2,13184,2.849671404,88625920.53,22949.16667,4.960374999,154269646.6,312574,67.56168002,2101195273,95528,964283.6663,642161478.8,2749869475,2801939893,3057969583
RIMMA0727.1,RIMMA0727,1,NA,0,0,mays,ML,1,1151,3.045,2978010000,421310,388358.3333,41437,10.66978521,317747270.4,5232,1.347209407,40120030.86,1318,0.339377293,10106689.73,35034,9.021050147,268647775.5,13682,3.523034998,104916334.5,19269.66667,4.961826492,147763689.1,259815,66.90084329,1992313803,79754,747475.2158,611569751.8,2620142699,2660262730,2937889969
RIMMA0729.1,RIMMA0729,1,NA,1,1,mays,ML,1,122,3.005,2938890000,1142947,1061666.5,95732,9.017144273,265003951.3,9494,0.894254457,26281154.83,4236,0.398995353,11726034.53,58285,5.489953766,161343702.2,25942,2.443516867,71812272.86,55338.5,5.212418401,153187243.1,734300,69.16484602,2032678743,216676,2402933.717,599799399.9,2647604894,2673886049,2912608845
RIMMA0730.1,RIMMA0730,1,NA,0,0,mays,ML,1,1067,2.84,2777520000,857270,776585,47087,6.063341424,168410520.7,5305,0.68311904,18973767.97,2398,0.308787834,8576643.845,101977,13.13146661,364729111.5,39570,5.095385566,141525353.2,41115,5.294333524,147051172.5,509819,65.64883432,1823409503,144789,2387940.739,517849743.8,2590135711,2609109479,2758546232
RIMMA0731.1,RIMMA0731,1,NA,1,1,mays,ML,1,1520,3.175,3105150000,895334,823227.3333,90753,11.02405087,342313315.6,7448,0.904731864,28093281.48,2947,0.357981311,11115856.68,68199,8.28434592,257241367.3,30126,3.659499482,113632948.2,41980.66667,5.099522935,158347836.4,554821,67.39584287,2092742015,165648,1502605.548,624811478.4,2734743403,2762836684,3077056719
RIMMA0733.1,RIMMA0733,1,NA,0,0,mays,ML,1,107,3.695,3613710000,659855,591663.3333,71911,12.1540403,439211769.9,11804,1.995053493,72095447.59,801,0.135381044,4892278.34,102664,17.35175973,627042276.5,40692,6.877559874,248535068.9,27499.66667,4.647857171,167960079.4,370274,62.5818737,2261527428,120012,987424.7328,732998886.5,3102402783,3174498230,3541614552
RIMME0021.C10,RIMME0021,C10,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,1265385,1169734.333,119103,10.18205558,301977877.2,14092,1.204717994,35729345.57,5061,0.432662345,12831834.94,86064,7.357568086,218209650.7,34436,2.943916325,87310228.78,61214.66667,5.233211074,155205789,782624,66.90613225,1984292034,241203,2368902.802,611554452.1,2628077777,2663807123,2930055654
RIMME0021.C11,RIMME0021,C11,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,1041937,964647.3333,91102,9.444073171,280090905.5,7067,0.73259934,21727321.34,4777,0.495206884,14686771.48,66458,6.889357147,204323520.9,26276,2.723897024,80784929.34,51013.66667,5.288322986,156840289.9,645603,66.92632402,1984890879,191244,2025016.077,587975073.3,2663966773,2685694095,2944057679
RIMME0021.C1,RIMME0021,C1,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,334168,311083,41197,13.24308946,392761560.9,4751,1.52724514,45294807.29,1357,0.436217987,12937287.62,19195,6.170378966,183000173.8,7399,2.378464911,70540155.57,15686,5.042384187,149546273.9,206630,66.42278749,1969957068,66142,499445.3913,630580750.1,2527728632,2573023439,2920490193
RIMME0021.C12,RIMME0021,C12,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,1289157,1199018.667,135580,11.30758042,335358524,12830,1.070041723,31735136.91,6261,0.522177025,15486647.87,61555,5.133781626,152256925.4,27904,2.327236496,69020830.9,62234.33333,5.19043907,153937263.4,810717,67.61504408,2005316835,245678,2172684.083,607687059,2598691339,2630426476,2934049863
RIMME0021.C13,RIMME0021,C13,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,1276562,1193534,152742,12.79745696,379545059,13784,1.154889597,34251542.43,6246,0.523319822,15520540.77,60265,5.049290594,149751103,23133,1.938193633,57482656.05,59895,5.01829022,148831698.6,798827,66.92955542,1984986715,247474,1933774.817,614942412.3,2551988399,2586239941,2931533458
RIMME0021.C14,RIMME0021,C14,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,971094,902589,84142,9.322293979,276479196.5,10526,1.166200785,34587007.94,4102,0.454470418,13478615.48,52986,5.870446017,174104807.4,20229,2.241219425,66469749.54,48276,5.348613821,158628386.4,608239,67.38825756,1998590834,182724,1960075.497,600406273.9,2654718796,2689305804,2931197992
RIMME0021.C2,RIMME0021,C2,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,698205,647564.3333,74850,11.55869713,342806105.6,9673,1.4937512,44301449.03,3512,0.542339937,16084636.51,41413,6.395194712,189667725.5,17024,2.628927988,77968351.93,33616.66667,5.191247408,153961236.9,434116,67.0382814,1988211294,135503,1172303.405,620591258.9,2578677445,2622978894,2921483551
RIMME0021.C3,RIMME0021,C3,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,1128108,1048183.167,101704,9.702884308,287766687.4,8820,0.841455986,24955775.41,5438,0.518802455,15386565.39,63369,6.045603671,179299606.8,27082,2.583708732,76627246,52842.83333,5.041373971,149516313,699156,66.70170083,1978229038,195397,2013803.255,552866626.8,2653062537,2678018313,2940829225
RIMME0021.C4,RIMME0021,C4,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,1253180,1160816.5,124248,10.70350051,317442812.6,10446,0.899883832,26688619.7,5614,0.483625104,14343280.78,69806,6.013525824,178348246.9,30543,2.631165219,78034703.38,61820.5,5.325604865,157945990.3,784856,67.61240902,2005238685,238954,2232484.595,610506646.7,2621653568,2648342187,2939096380
RIMME0021.C6,RIMME0021,C6,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,809609,745580.5,75931,10.18414511,302039847.9,6862,0.920356689,27295800.61,4091,0.548699973,16273261.49,57665,7.734241977,229380988.4,24349,3.265777471,96855938.38,39679.5,5.321960539,157837907.4,501464,67.2581968,1994733512,149442,1467398.573,594453371.5,2636449351,2663745152,2938489199
RIMME0021.C7,RIMME0021,C7,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,614836,570862,67417,11.8096843,350249845.6,8688,1.521908973,45136548.03,2177,0.381353112,11310113.38,40232,7.047587683,209016298.4,14912,2.612189986,77471938.79,29062,5.090897625,150985078.1,380800,66.70613914,1978360669,120115,1017089,624030440.4,2570398606,2615535154,2920648452
RIMME0021.C9,RIMME0021,C9,michoacan_elpovenir,0.166666667,0.166666667,mexicana,MH,1,2094,3.0325,2965785000,1028121,952314.6667,97709,10.26015911,304294259.8,8337,0.875445931,25963844.11,4941,0.518841111,15387711.85,64764,6.800693328,201693942.6,25894,2.719059247,80641451.27,49912.33333,5.241159785,155441530.7,635624,66.74516546,1979518106,192242,1873674.648,598697531.3,2635526896,2661490740,2939821156
RIMME0026.C10,RIMME0026,C10,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,64707,60472,7577,12.52976584,377426618.6,271,0.448141289,13499091.15,179,0.296004763,8916373.859,3241,5.359505226,161441160.2,1174,1.941394364,58479457.6,3061,5.061846805,152474974.2,39880,65.9478767,1986508321,12184,97240.4445,606911168.1,2621314290,2634813381,2998740909
RIMME0026.C11,RIMME0026,C11,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,715311,668162.5,77752,11.63669018,350525036.2,2128,0.318485398,9593544.564,2804,0.419658391,12641117.93,28599,4.280246198,128931288.1,12211,1.827549436,55050175.13,34937.5,5.228892672,157506796.6,453612,67.88947299,2044993861,135035,1160424.467,608770813.1,2652121419,2661714964,3002646455
RIMME0026.C12,RIMME0026,C12,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,797499,739435.5,78361,10.59740843,319219375.6,3896,0.526888417,15871143.65,3441,0.46535499,14017609.16,45912,6.209060831,187031814,18597,2.515026666,75758639.23,39466.5,5.337382368,160774766.6,497102,67.22722942,2025045495,147428,1391170.313,600577763.3,2677149481,2693020624,2996368856
RIMME0026.C14,RIMME0026,C14,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,801317,741820.5,89684,12.08971712,364171295,2954,0.39820954,11995027.04,3604,0.485831815,14634420.27,53250,7.178286391,216227214,21285,2.869292504,86429976.52,38211.5,5.151043952,155161806.3,494778,66.69780628,2009098000,146868,1214817.506,596372928.9,2636073678,2648068705,3000244973
RIMME0026.C15,RIMME0026,C15,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,940061,878367,99069,11.27877072,339743643.1,4738,0.539410064,16248325.72,3526,0.401426738,12091936.79,40432,4.60308732,138656037.5,18029,2.052558896,61828000.1,43665,4.971156703,149743170.7,583667,66.44910385,2001606486,167121,1481730.626,573118709,2656248031,2672496357,2995991674
RIMME0026.C3,RIMME0026,C3,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,1413349,1308661.5,168401,12.86818631,387620655.3,4264,0.325829101,9814754.511,4849,0.370531264,11161290.95,104703,8.000770253,241002401.9,37974,2.901743499,87407478.37,66713.5,5.097842337,153559246,854040,65.26057349,1965805099,263996,2051540.082,607658520.6,2614804590,2624619345,3002425245
RIMME0026.C4,RIMME0026,C4,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,881065,819895.1667,101106,12.33157654,371456681.1,2170,0.264667983,7972434.85,3068,0.374194181,11271626.78,53305,6.501440936,195839004.5,19061,2.324809412,70028839.02,42108.83333,5.135880177,154705037,536999,65.4960563,1972898406,163327,1324461.633,600052473.1,2632810884,2640783319,3004267565
RIMME0026.C5,RIMME0026,C5,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,1354736,1250968,137886,11.0223443,332019463.8,4143,0.331183531,9976042.808,6346,0.507287157,15280706.65,100610,8.042571832,242261565.8,38135,3.048439289,91826307.63,65633,5.246577051,158039492.6,820451,65.58529075,1975586362,245612,2228309.998,591415840.3,2670244493,2680220536,3002263957
RIMME0026.C6,RIMME0026,C6,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,1379649,1284082.333,126822,9.876469499,297502964.9,5474,0.426296652,12841078.28,5239,0.407995645,12289808.02,60955,4.746969756,142990121.8,27225,2.120191151,63865245.92,68341.66667,5.322218435,160317992.6,879373,68.48260249,2062860345,260007,2632590.522,609932451.6,2701895957,2714737035,2999398922
RIMME0026.C7,RIMME0026,C7,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,767899,714322,67814,9.493477731,285966333.6,1570,0.219788835,6620567.195,2953,0.413398999,12452570.02,38950,5.452723002,164249103.3,15168,2.123412131,63962269.56,38409,5.376986849,161967748.7,480277,67.23536444,2025290542,140289,1477740.866,591587739.6,2719653099,2726273666,3005619433
RIMME0026.C8,RIMME0026,C8,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,1019816,945393.8333,124615,13.18127912,397051762.3,3971,0.420036588,12652510.12,4492,0.475145896,14312534.74,68147,7.20831865,217131857.7,25754,2.7241557,82058107.66,48668.16667,5.147925124,155067859.8,617280,65.29342357,1966794622,191582,1453440.127,610423871.3,2602535728,2615188238,2999587490
RIMME0026.C9,RIMME0026,C9,michoacan_opopeo,0.333333333,0.333333333,mexicana,MH,1,2214,3.08,3012240000,861097,801455.5,88128,10.99599416,331225734.6,1937,0.241685284,7280140.794,3501,0.436830242,13158375.28,48435,6.043379826,182041104.5,17299,2.158447974,65017633.24,42342.5,5.283200377,159142675,534921,66.74369319,2010480224,159452,1450091.712,599294274.6,2673734125,2681014265,3004959859
RIMME0028.10,RIMME0028,10,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1966458,1837800,182157,9.911687888,270936979.6,20798,1.131679182,30934563.6,10842,0.589944499,16126191.87,80509,4.380726956,119747609.4,34534,1.87909457,51365237.97,94124,5.121558385,139998310.6,1246126,67.8053107,1853464948,358669,3618647.036,533477689.7,2431638457,2462573020,2702575436
RIMME0028.13,RIMME0028,13,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1880291,1748605,187880,10.74456495,293703757.5,26938,1.540542318,42110878.32,7419,0.42428107,11597765.47,131134,7.499349481,204995468,45444,2.598871672,71040417.04,86242,4.932045831,134817966,1.12E+06,64.22319506,1755547459,341245,3175977.822,533451877.3,2397695364,2439806243,2691399122
RIMME0028.14,RIMME0028,14,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,2109941,1951206,156759,8.033954385,219608946.5,17421,0.892832433,24405663.84,8389,0.429939227,11752431.77,105823,5.423466308,148250993.9,47507,2.434750611,66554151.42,111228,5.700474476,155823039.8,1338065,68.57630614,1874540186,369153,4594910.331,517158832.6,2489495390,2513901053,2709104336
RIMME0028.1,RIMME0028,1,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1353301,1274189.333,150006,11.77266173,321806885.6,18335,1.438954127,39333954.96,6561,0.514915627,14075270.17,48808,3.830513937,104707481.5,19647,1.541921556,42148579.94,59464.66667,4.666862695,127569158.5,844313,66.26275844,1811299128,249516,2119452.727,535285034.4,2372369159,2411703114,2694176045
RIMME0028.2,RIMME0028,2,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,385353,362486.5,31012,8.555353096,233861432.4,3668,1.011899754,27660380.95,1874,0.51698477,14131830.4,13134,3.623307351,99043468.76,5513,1.520884226,41573522.41,17353.5,4.787350701,130862710.2,242800,66.98180484,1830954333,67613,790300.5199,509869503.1,2471988187,2499648568,2705849619
RIMME0028.3,RIMME0028,3,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1439182,1341481.667,132487,9.876169261,269966074.4,17103,1.274933562,34850436.42,7546,0.562512346,15376331.24,67839,5.057020285,138234155.2,28430,2.119298437,57931234.72,69270.33333,5.163718227,141150754.1,889069,66.27515098,1811637880,255369,2585709.026,520360234.9,2428693489,2463543926,2698659564
RIMME0028.4,RIMME0028,4,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1475460,1366959.167,113595,8.310050715,227156067.3,17674,1.292942791,35342720.48,6525,0.477336863,13048050.87,107971,7.898626574,215909747.3,38396,2.80886225,76780530.48,70104.83333,5.128524322,140188725.2,882544,64.56257228,1764824369,259151,3118524.891,518224587.3,2471011212,2506353933,2698167280
RIMME0028.5,RIMME0028,5,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1477911,1377126.833,118085,8.574736701,234391285.2,22057,1.601668014,43781755.33,7796,0.566106172,15474568.82,78656,5.711601727,156127204.4,32153,2.334788577,63821679.24,68631.16667,4.983648928,136228541.8,915414,66.4727444,1817039115,265257,3093471.08,526518432.8,2455336959,2499118715,2689728245
RIMME0028.6,RIMME0028,6,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1111870,1031819,83731,8.114892244,221821391,8525,0.826210799,22584554.8,4078,0.395224356,10803497.3,68786,6.666479295,182228878.2,28975,2.808147553,76760994.18,51076,4.950092991,135311286.9,690116,66.88343595,1828265410,196047,2415891.599,519370582.4,2489104054,2511688609,2710925445
RIMME0028.7,RIMME0028,7,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,2079912,1908755.667,96024,5.03071198,137515015.1,15628,0.818753299,22380703.32,8734,0.45757559,12507874.51,162269,8.501297617,232383820.5,66350,3.476086602,95019174.88,104806.3333,5.490819761,150092107.2,1293846,67.78478894,1852903984,349098,6939335.851,499939772.6,2573614282,2595994985,2711129297
RIMME0028.8,RIMME0028,8,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,1607894,1503631.833,156825,10.42974726,285098184.4,18416,1.224767898,33479152.97,7027,0.467335144,12774652.91,67614,4.49671246,122918084.8,28888,1.921214978,52516603.55,75374.16667,5.012807324,137025589.5,990703,65.88733878,1801036994,286644,2748331.218,521101125.3,2414932663,2448411816,2700030847
RIMME0028.9,RIMME0028,9,michoacan_puruandiro(victor),0.25,0.25,mexicana,MH,1,1916,2.795,2733510000,918097,860029,79440,9.236897826,252491525.8,5495,0.638931943,17465268.55,4202,0.488588176,13355606.64,42549,4.947391309,135237436.2,15789,1.835868325,50183644.26,42279,4.915997019,134379270.1,570415,66.32508904,1813002941,159182,1723327.496,505942926.1,2463553206,2481018474,2716044731
RIMME0029.10,RIMME0029,10,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,575620,530195.5,35998,6.789571017,183269532.5,4324,0.815548227,22013930.18,2172,0.40966021,11057876.12,55336,10.43690488,281721286,18474,3.484375103,94053040.28,26950.5,5.083124998,137207776.5,337852,63.72215532,1720039394,93895,1382929.787,478029133.8,2493996537,2516010467,2677266070
RIMME0029.11,RIMME0029,11,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,1419224,1313676.667,90942,6.922708023,186863273.1,8527,0.649094272,17520871.87,6650,0.506212843,13664102.02,93347,7.105781991,191804952.1,37808,2.878029348,77686070.58,67739.33333,5.156469248,139187543.1,865268,65.86613144,1777911313,236660,3418604.384,486277651.9,2494895855,2512416727,2681759128
RIMME0029.12,RIMME0029,12,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,495640,457906,28027,6.120688526,165214521.2,4081,0.891230951,24056818.82,2140,0.467344826,12614945.43,32313,7.056688491,190479781.1,12733,2.780701716,75058925.28,25001,5.459854206,147376752.6,312323,68.20679353,1841092337,88296,1442582.801,520490290.3,2510008660,2534065479,2675223181
RIMME0029.13,RIMME0029,13,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,1292681,1184028.5,79133,6.68336953,180402857.1,9130,0.771096304,20814048.31,6411,0.541456561,14615428.67,121804,10.28725238,277681745.9,47721,4.030392849,108791588.1,60931.5,5.146117682,138908125.4,764377,64.55731429,1742582673,212546,3180222.177,484550132.8,2498063095,2518877143,2678465952
RIMME0029.14,RIMME0029,14,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,1515541,1388844,69714,5.019570233,135492255.4,14087,1.014296782,27378710.18,7401,0.532889223,14384172.22,131322,9.455489601,255230139.7,53357,3.841828168,103701699.4,73340,5.280650671,142539547.4,910897,65.58670376,1770368777,250732,4995088.989,487308778.4,2536409034,2563787745,2671901290
RIMME0029.1,RIMME0029,1,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,893543,830748,64145,7.721354731,208420984,7705,0.927477406,25035212.12,4004,0.48197528,13009862.34,46386,5.583642693,150718150.5,18328,2.206204529,59551637.61,44467,5.352646049,144482904.3,568991,68.49140774,1848774871,164919,2135881.665,535857514.3,2465823804,2490859016,2674244788
RIMME0029.2,RIMME0029,2,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,314336,292626.5,23165,7.916234517,213681335.1,1447,0.494487,13347588.68,1311,0.448011373,12093081.39,17779,6.075663004,163999156.3,6476,2.213059993,59736685.78,15233.5,5.205782798,140518653.9,191493,65.43939117,1766392398,53437,675030.5323,492919900.8,2472251076,2485598665,2685932411
RIMME0029.3,RIMME0029,3,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,1083945,997913,52984,5.309480887,143317755.7,9439,0.945874039,25531788.76,5727,0.573897725,15491106.5,77108,7.726926095,208571370.7,30144,3.02070421,81537264.59,55888,5.600488219,151172858.4,676977,67.83928058,1831172133,189316,3565621.65,512085615.2,2530430456,2555962244,2673748211
RIMME0029.4,RIMME0029,4,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,836573,773790.5,33528,4.332955755,116958608.1,4486,0.579743484,15648899.9,3645,0.471057735,12715167.22,49209,6.359473268,171659990,18704,2.417191733,65246773.02,44078.5,5.696438506,153762825.3,532809,68.85700975,1858643493,145501,3358007.98,507563661.3,2566672492,2582321392,2683631100
RIMME0029.6,RIMME0029,6,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,44569,41523.5,3248,7.822076655,211139750.7,249,0.599660433,16186514.14,206,0.496104615,13391252.66,2653,6.38915313,172461132.6,1040,2.504605826,67606324.13,2005.5,4.829795176,130369695.2,26654,64.19015738,1732672080,7383,94386.69966,479939895.2,2471953735,2488140249,2683093486
RIMME0029.8,RIMME0029,8,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,937228,863355.8333,41195,4.771497268,128796071.5,9145,1.059238804,28591821.18,4156,0.481377416,12993724.31,85306,9.880746351,266709010.1,29295,3.393154812,91590749.2,44577.16667,5.163243815,139370407.7,563265,65.24134989,1761046709,155778,3264761.379,487039553.8,2541892107,2570483929,2670688179
RIMME0029.9,RIMME0029,9,michoacan_ixtlan,0.166666667,0.166666667,mexicana,MH,1,1547,2.76,2699280000,803461,738430.1667,52655,7.130667513,192476682,6376,0.863453348,23307023.54,4082,0.552794317,14921466.45,62318,8.439254355,227799105,25051,3.392467038,91572184.25,39979.83333,5.414165772,146143493.8,497473,67.36899743,1818477874,143351,2010344.75,524009587.8,2483496294,2506803318,2675972976
RIMME0030.11,RIMME0030,11,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1589117,1490213,192341,12.90694686,371747174.1,6155,0.413028205,11896079.65,6006,0.403029634,11608099.82,59967,4.024055622,115901252.4,25394,1.704051703,49080267.55,73510,4.932851881,142076493.2,978970,65.69329351,1892104809,283808,2198877.884,548530069,2496566746,2508462826,2868313920
RIMME0030.12,RIMME0030,12,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1014152,949412.5,107898,11.36471239,327327582.7,4396,0.463023185,13336040.09,4745,0.49978276,14394793.04,39563,4.16710334,120021327.1,16291,1.715903256,49421617.17,48448.5,5.102997907,146977056,643147,67.74157703,1951099676,188743,1660781.14,572585126.1,2539546377,2552882417,2866873960
RIMME0030.13,RIMME0030,13,puebla_sanpedro,0.166666667,0.166666667,mexicana,MH,1,2458,2.945,2880210000,1013661,942942,93814,9.94907428,286554232.3,5207,0.552207877,15904746.5,4555,0.483062585,13913216.88,46607,4.942721822,142360768.2,20527,2.176910139,62699583.51,50192,5.322914877,153311126.6,642907,68.18096977,1963755110,187169,1881270.505,571706452.2,2577751021,2593655768,2864305254
