FullID,uniqid,Population,IndID,PopName,AB10Freq,ab10round,Species,Region,Group,Altitude,1C_GS,GS_bp,Total_Reads,Total_corr,180knobreads,180knob%,180knobbp,TR1total,TR1%,TR1bp,CentCreads,CentC%,CentCbp,Cpreads,CP%,CPbp,mtreads,mt%,mtbp,cDNAreads,cDNA%,cDNAbp,TotallTereads,TotallTe%,TotallTebp,TotFTereads,TotFTe%,TotFTebp,Gsnoknob,GSno180,GSnoTR1
RIMMA0662.1,RIMMA0662_1,RIMMA0662,1,NA,0,0,mays,SAH,1,2195,2.74,2679720000,1138894,1033012,6222,0.602316333,16140391.24,1481,0.143367163,3841838.546,4705,0.455464215,12205165.67,113762,11.01265039,295108194.9,45467,4.401400952,117945221.6,60415,5.848431577,156721590.6,708290,68.56551521,1837363824,182522,30303345.59,473477417.3,2659737770,2663579609,2675878161
RIMMA0663.1,RIMMA0663_1,RIMMA0663,1,NA,0,0,mays,SAH,1,2067,2.71,2650380000,993813,906370.5,7059,0.778820582,20641704.93,1337,0.147511421,3909613.188,4954,0.5465756,14486330.39,93990,10.3699315,274842590.5,34946,3.855597683,102187989.9,52496.5,5.791947112,153508607.9,625203,68.97874545,1828198874,158903,20403030.4,464659135.7,2625828682,2629738295,2646470387
RIMMA0667.1,RIMMA0667_1,RIMMA0667,1,NA,0,0,mays,SAH,1,2201,2.895,2831310000,885229,807766.3333,7537,0.933066865,26418015.45,1526,0.188916019,5348798.138,4311,0.533693944,15110530,81881,10.13671858,287001926.8,30410,3.764702581,106590400.6,47052.66667,5.825034385,164924781,556925,68.94630006,1952083488,142342,15255283.99,498924393.6,2799543186,2804891985,2825961202
RIMMA0671.1,RIMMA0671_1,RIMMA0671,1,NA,0,0,mays,MH,1,2477,2.86,2797080000,982588,901595.5,58374,6.474522111,181097563.1,3739,0.414709257,11599749.69,2632,0.291926923,8165429.575,81186,9.004703329,251868755.9,31336,3.475616282,97215767.91,49656.5,5.507625094,154052680,606191,67.2353622,1880626869,169932,2624626.144,527191405.2,2604382687,2615982437,2785480250
RIMMA0674.1,RIMMA0674_1,RIMMA0674,1,NA,0,0,mays,MH,1,2652,2.7,2640600000,1687921,1563077,51267,3.279876807,86608426.97,5467,0.349758841,9235731.957,7650,0.489419267,12923605.17,93314,5.969891438,157640953.3,39758,2.543572709,67165580.97,85086,5.443493827,143740898,1072836,68.63615804,1812406389,275682,8405254.716,465726185.7,2544755841,2553991573,2631364268
RIMMA0680.1,RIMMA0680_1,RIMMA0680,1,NA,1,1,mays,MH,1,1890,3.175,3105150000,1145651,1052721.5,120250,11.42277421,354694273.4,8109,0.770289198,23918635.03,4776,0.453681244,14087483.16,107322,10.19471912,316561320.6,39624,3.763958464,116876556.2,53305.5,5.063589943,157232063.1,684516,65.02346537,2019076135,210150,1839745.723,619866956.7,2726537092,2750455727,3081231365
RIMMA0690.1,RIMMA0690_1,RIMMA0690,1,NA,0,0,mays,SAL,1,250,3.335,3261630000,1052951,972282.3333,74013,7.612295057,248284899.3,7072,0.727360743,23723816.19,3479,0.357817877,11670695.21,66957,6.886579927,224614756.9,28939,2.976398831,97079117.18,51729.66667,5.320436759,173532961.5,668308,68.73600158,2241914048,193081,2536436.102,647711843,2989621285,3013345101,3237906184
RIMMA0691.1,RIMMA0691_1,RIMMA0691,1,NA,0,0,mays,SAL,1,1098,3.03,2963340000,856688,792028.3333,97398,12.29728734,364410434.8,10901,1.376339651,40785623.42,2116,0.26716216,7916923.14,58095,7.334964869,217359947.9,25402,3.207208496,95040492.26,39257.66667,4.956598775,146880874.1,532789,67.26893188,1993407166,165856,1348720.212,620543102.3,2558143942,2598929565,2922554377
RIMMA0696.1,RIMMA0696_1,RIMMA0696,1,NA,0,0,mays,ML,1,30,3.03,2963340000,990239,908707.5,36256,3.989842716,118232605.1,7997,0.880041157,26078611.63,3200,0.352148519,10435357.91,71778,7.898911366,234071600.1,32714,3.600058325,106681968.4,48817.5,5.372190721,159196276.5,616374,67.8297472,2010026031,165083,4137581.648,538343809.4,2819028783,2845107395,2937261388
RIMMA0700.1,RIMMA0700_1,RIMMA0700,1,NA,1,1,mays,ML,1,579,2.935,2870430000,927371,856508,55253,6.450961345,185170329.7,10642,1.242486935,35664717.74,3673,0.42883429,12309388.11,55521,6.482251187,186068482.8,24344,2.842238485,81584466.13,46519,5.431239405,155899925.2,593119,69.24850673,1987729912,173323,2686777.842,580860352.6,2649594953,2685259670,2834765282
RIMMA0701.1,RIMMA0701_1,RIMMA0701,1,NA,1,1,mays,ML,1,686,3.175,3105150000,1045810,951096.6667,87302,9.179088,285024451,15953,1.677326875,52083515.47,2727,0.286721644,8903137.133,122606,12.89101353,400285306.7,47240,4.966897862,154229629,47473.33333,4.991430945,154991418,623261,65.53077325,2034828806,189776,2067482.085,619582600.9,2768042033,2820125549,3053066485
RIMMA0702.1,RIMMA0702_1,RIMMA0702,1,NA,0,0,mays,ML,1,1052,3.06,2992680000,889920,807076.1667,82078,10.16979604,304349452,14600,1.808999027,54137552.07,1846,0.228726863,6845063.091,103842,12.86644363,385051485.1,42958,5.322669876,159290476.8,39885.83333,4.942016006,147898724.6,522362,64.72276367,1936945204,164695,1619452.341,610697543.7,2634192996,2688330548,2938542448
RIMMA0703.1,RIMMA0703_1,RIMMA0703,1,NA,0,0,mays,ML,1,30,3.005,2938890000,802214,730704.5,57986,7.935629245,233219414.3,6972,0.954147675,28041350.61,3314,0.45353491,13328892.13,81618,11.16976835,328267205.2,33240,4.549034528,133691120.8,38269.5,5.237342866,153919745.7,483094,66.11345626,1943001755,141314,1780753.556,568364231.3,2677629235,2705670586,2910848649
RIMMA0708.1,RIMMA0708_1,RIMMA0708,1,NA,0,0,mays,SAL,1,1098,2.92,2855760000,811469,734251,10701,1.457403531,41619947.08,1272,0.173237762,4947254.713,3317,0.451752875,12900977.89,84718,11.53801629,329498054,35999,4.902819336,140012753.5,41219,5.613747887,160315166.7,484981,66.05111876,1886261429,122715,8420111.341,477281731.2,2809192798,2814140053,2850812745
RIMMA0709.1,RIMMA0709_1,RIMMA0709,1,NA,1,1,mays,ML,1,747,3.115,3046470000,961929,879785.3333,70204,7.97967383,243098369.3,12788,1.453536393,44281550.15,3015,0.342697234,10440168.42,87243,9.916396272,302100037.5,35203,4.001316988,121898921.6,46940.66667,5.335468198,162543438,589894,67.04976517,2042650981,175371,2197721.407,607264602.1,2759090081,2803371631,3002188450
RIMMA0710.1,RIMMA0710_1,RIMMA0710,1,NA,1,1,mays,ML,1,91,3.1,3031800000,699791,647107,48577,7.50679563,227591029.9,8722,1.347845101,40863967.78,2522,0.389734619,11815974.17,47039,7.269122417,220385253.4,20189,3.119885892,94588700.48,32495,5.021580666,152244282.6,446030,68.92677718,2089722031,131512,1751905.959,616154796,2763345002,2804208970,2990936032
RIMMA0712.1,RIMMA0712_1,RIMMA0712,1,NA,0,0,mays,ML,1,1220,2.915,2850870000,846341,765276,30584,3.996466634,113934068.3,858,0.112116413,3196293.18,2895,0.37829489,10784695.52,102703,13.42038689,382597783.8,39116,5.111358516,145718186.5,41949,5.481551754,156271914.5,507314,66.29163857,1889888437,136680,3420021.046,509171738.8,2733739638,2736935932,2847673707
RIMMA0716.1,RIMMA0716_1,RIMMA0716,1,NA,0,0,mays,ML,1,91,3.045,2978010000,1179326,1087187.5,91494,8.415659672,250619186.6,13587,1.249738431,37217335.44,2949,0.271250359,8077862.825,97833,8.998723771,267982893.8,38068,3.501511929,104275375.4,54070.5,4.973429146,148109217.3,706945,65.02512216,1936454640,202689,2408474.295,555203098.7,2690173478,2727390813,2940792665
RIMMA0720.1,RIMMA0720_1,RIMMA0720,1,NA,0,0,mays,ML,1,39,3.05,2982900000,1539868,1416371.833,132827,9.377975252,279735623.8,15556,1.098299164,32761165.75,3898,0.275210217,8209245.571,117403,8.288995675,247252452,49966,3.527745951,105229134,73530.16667,5.191445137,154855617,952963,67.28197904,2006954153,288321,3074448.293,607208284.3,2670403210,2703164376,2950138834
RIMMA0721.1,RIMMA0721_1,RIMMA0721,1,NA,1,1,mays,ML,1,915,3.18,3110040000,498783,462649.8333,45833,9.906628447,308100107.4,7746,1.674268408,52070417.2,734,0.158651305,4934119.058,36139,7.811307256,242934780.2,13184,2.849671404,88625920.53,22949.16667,4.960374999,154269646.6,312574,67.56168002,2101195273,95528,964283.6663,642161478.8,2749869475,2801939893,3057969583
RIMMA0727.1,RIMMA0727_1,RIMMA0727,1,NA,0,0,mays,ML,1,1151,3.045,2978010000,421310,388358.3333,41437,10.66978521,317747270.4,5232,1.347209407,40120030.86,1318,0.339377293,10106689.73,35034,9.021050147,268647775.5,13682,3.523034998,104916334.5,19269.66667,4.961826492,147763689.1,259815,66.90084329,1992313803,79754,747475.2158,611569751.8,2620142699,2660262730,2937889969
RIMMA0729.1,RIMMA0729_1,RIMMA0729,1,NA,1,1,mays,ML,1,122,3.005,2938890000,1142947,1061666.5,95732,9.017144273,265003951.3,9494,0.894254457,26281154.83,4236,0.398995353,11726034.53,58285,5.489953766,161343702.2,25942,2.443516867,71812272.86,55338.5,5.212418401,153187243.1,734300,69.16484602,2032678743,216676,2402933.717,599799399.9,2647604894,2673886049,2912608845
RIMMA0730.1,RIMMA0730_1,RIMMA0730,1,NA,0,0,mays,ML,1,1067,2.84,2777520000,857270,776585,47087,6.063341424,168410520.7,5305,0.68311904,18973767.97,2398,0.308787834,8576643.845,101977,13.13146661,364729111.5,39570,5.095385566,141525353.2,41115,5.294333524,147051172.5,509819,65.64883432,1823409503,144789,2387940.739,517849743.8,2590135711,2609109479,2758546232
RIMMA0731.1,RIMMA0731_1,RIMMA0731,1,NA,1,1,mays,ML,1,1520,3.175,3105150000,895334,823227.3333,90753,11.02405087,342313315.6,7448,0.904731864,28093281.48,2947,0.357981311,11115856.68,68199,8.28434592,257241367.3,30126,3.659499482,113632948.2,41980.66667,5.099522935,158347836.4,554821,67.39584287,2092742015,165648,1502605.548,624811478.4,2734743403,2762836684,3077056719
RIMMA0733.1,RIMMA0733_1,RIMMA0733,1,NA,0,0,mays,ML,1,107,3.695,3613710000,659855,591663.3333,71911,12.1540403,439211769.9,11804,1.995053493,72095447.59,801,0.135381044,4892278.34,102664,17.35175973,627042276.5,40692,6.877559874,248535068.9,27499.66667,4.647857171,167960079.4,370274,62.5818737,2261527428,120012,987424.7328,732998886.5,3102402783,3174498230,3541614552
