"","GS.contrast","Mu.LE","b.GS","b.LL","sd.GS","sd.StCS","sd.indivCS","sd.indivLE","sd.indivLL","sd.motherGS","sd.motherLE","sd.motherLL","sd.motherStCS"
"1",-1.01467984070176,1.05043652405977,-0.0593765634003575,-1.07405640410212,0.0279165034106425,0.167656071524867,0.094950800465109,0.376036871428271,0.575476570611919,0.0209919491084142,0.203541184992137,0.264383091523388,2.16457688851311
"2",-0.838460631927657,1.07339359598725,-0.0714710861135328,-0.90993171804119,0.0286649296402413,0.165029237934748,0.107847471055243,0.342022110130333,0.615398736139719,0.0191264916725467,0.109080509673689,0.196051378007874,2.46290680664841
"3",-0.938587213661493,1.12218923018906,-0.0324204234480004,-0.971007637109493,0.027045909397464,0.168618456819339,0.0886701248918886,0.364088993928948,0.619720036179013,0.0203417165016705,0.232001994985111,0.0524858745044346,2.70301396146692
"4",-0.898613965686234,1.11305363404722,-0.162705249643035,-1.06131921532927,0.0266278458756141,0.167663230988551,0.0858643796143172,0.350060681620077,0.576666546414595,0.0182870139616945,0.181194049318876,0.262715576812815,1.97834413706915
"5",-0.98170651856005,1.05121882616123,-0.114007610518324,-1.09571412907837,0.0282155857837779,0.16553135479374,0.105065559578376,0.33814016378369,0.550824232781795,0.0189881525593233,0.136008196061032,0.297856355232793,1.72188356592067
"6",-0.617989901958987,1.11256342784978,-0.095926216003521,-0.713916117962508,0.0264048936830744,0.168925477560174,0.0914548282442744,0.359711529297506,0.622390727535918,0.023972454489497,0.138807172947531,0.25857939054173,1.58075409567215
"7",-0.538521436564534,1.09165169446415,-0.116988675249332,-0.655510111813866,0.0280040400726022,0.168945958657273,0.0933102534610182,0.367066854444019,0.528950544769915,0.0196649539191202,0.118562826746534,0.304442494996674,1.08304267018931
"8",-0.350032330995453,1.06056883453025,-0.0661068752262922,-0.416139206221745,0.0258233218403351,0.169135378329619,0.084343142842941,0.325182503178973,0.52145237405838,0.0251908240834202,0.104478200046038,0.209494210582992,0.92157054720629
"9",-0.627415765111688,1.09424291218326,0.039068798483267,-0.588346966628421,0.0278904692218702,0.169092122552562,0.0941368974828153,0.337768827688098,0.523256458527124,0.0219100119908822,0.128831892883104,0.18053925383696,0.192962240766389
"10",-0.697307024609072,1.11418518991588,0.0367249004133719,-0.6605821241957,0.027046998427633,0.168229989433719,0.0928258508302569,0.334925713046971,0.631687952815737,0.0181984730613977,0.175336112902087,0.141767223936776,0.0523881815853853
"11",-0.942961544788567,1.09418384807427,0.073592075349612,-0.869369469438955,0.0278636349320845,0.166685582558301,0.0959316049598214,0.333960285288073,0.604602693240411,0.0177464478739011,0.120178069952788,0.106684771131723,0.0551808095900693
"12",-0.891165021136442,1.0827827809274,0.159007479893663,-0.732157541242778,0.0291403442510766,0.168161416363175,0.0974151929066353,0.385054129635327,0.556246116870581,0.0184883970930443,0.136780070327453,0.16096187597801,0.0747033660697563
"13",-0.854103619390245,1.06046254185612,0.13361730946878,-0.720486309921465,0.0241932111727307,0.165377289285109,0.0991156110328551,0.372087508974178,0.596156652430676,0.0250420314003554,0.190787045436873,0.213843547328572,0.038471333000467
"14",-0.962699846330263,1.11392470706212,0.0742355730316664,-0.888464273298597,0.0280149647207393,0.168559370598538,0.0938871427714887,0.357121491573625,0.578086616045204,0.0157153762608316,0.103580531032428,0.0418686837376978,0.0423511188930647
"15",-1.17881211305611,1.09176164622865,0.158135847593364,-1.02067626546274,0.0302730310663833,0.165723333327052,0.091718822181046,0.368619951409394,0.58364523162044,0.0150172363545441,0.0970539622917758,0.202282728427805,0.0377683498851036
