,fullid,AcID,Pop,momindex,Ind,genomesize,leaf3.0,leaf3.1,leaf3.2,leaf3.3,dailyavg3,,,,leaf4.0,leaf4.1,leaf4.2,leaf4.3,dailyavg4,dailyavgall,stom_cell1,stom_cell2,stom_cell3,stom_cell4,stom_cell5,stom_cell6,stom_cell7,stom_cell8,stom_cell9,stom_cell10,stom_cell11,stom_cell12,stom_cell13,stom_cell14,stom_cell15,stom_cell16,stom_cell17,stom_cell18,stom_cell19,stom_cell20,stom_cell21,stom_cell22,stom_cell23,stom_cell24,stom_cell25,stom_cell26,stom_cell27,stom_cell28,stom_cell29,stom_cell30,stom_cell31,stom_cell32,stom_cell33,stom_cell34,stom_cell35,stom_cell36,stom_cell37,stom_cell38,stom_cell39,stom_cell40,stom_cell41,stom_cell42,stom_cell43,stom_cell44,stom_cell45,stom_cell46,stom_cell47,stom_cell48,stom_cell49,stom_cell50,stom_cell51,stom_cell52,stom_cell53,stom_cell54,stom_cell55,stom_cell56,stom_cell57,stom_cell58,stom_cell59,stom_cell60,stom_cell61,mid_cell1,mid_cell2,mid_cell3,mid_cell4,mid_cell5,mid_cell6,mid_cell7,mid_cell8,mid_cell9,mid_cell10,mid_cell11,mid_cell12,mid_cell13,mid_cell14,mid_cell15,mid_cell16,mid_cell17,mid_cell18,mid_cell19,mid_cell20,mid_cell21,mid_cell22,mid_cell23,mid_cell24,mid_cell25,mid_cell26,mid_cell27,mid_cell28,mid_cell29,mid_cell30,mid_cell31,mid_cell32,mid_cell33,mid_cell34,mid_cell35,mid_cell36,mid_cell37,mid_cell38,mid_cell39,mid_cell40,mid_cell41,mid_cell42,mid_cell43,mid_cell44,mid_cell45,mid_cell46,mid_cell47,mid_cell48,mid_cell49,mid_cell50,mid_cell51,mid_cell52,mid_cell53,mid_cell54,mid_cell55,adj_cell1,adj_cell2,adj_cell3,adj_cell4,adj_cell5,adj_cell6,adj_cell7,adj_cell8,adj_cell9,adj_cell10,adj_cell11,adj_cell12,adj_cell13,adj_cell14,adj_cell15,adj_cell16,adj_cell17,adj_cell18,adj_cell19,adj_cell20,adj_cell21,adj_cell22,adj_cell23,adj_cell24,adj_cell25,adj_cell26,adj_cell27,adj_cell28,adj_cell29,adj_cell30,adj_cell31,adj_cell32,adj_cell33,adj_cell34,adj_cell35,adj_cell36,adj_cell37,adj_cell38,adj_cell39,adj_cell40,adj_cell41,adj_cell42,adj_cell43,adj_cell44,adj_cell45,adj_cell46,adj_cell47,adj_cell48,adj_cell49,adj_cell50,adj_cell51,adj_cell52,adj_cell53,adj_cell54,adj_cell55,adj_cell56,adj_cell57,adj_cell58,adj_cell59,adj_cell60,adj_cell61,adj_cell62,adj_cell63,adj_cell64,adj_cell65,adj_cell66,adj_cell67,adj_cell68,adj_cell69,adj_cell70,adj_cell71,adj_cell72,adj_cell73,adj_cell74,adj_cell75,adj_cell76,adj_cell77,adj_cell78,adj_cell79,adj_cell80,adj_cell81,adj_cell82,adj_cell83,adj_cell84,adj_cell85,adj_cell86,adj_cell87,adj_cell88,adj_cell89,adj_cell90,adj_cell91,adj_cell92,adj_cell93,adj_cell94,adj_cell95,adj_cell96,adj_cell97,adj_cell98,adj_cell99,adj_cell100,adj_cell101,adj_cell102,adj_cell103,adj_cell104,adj_cell105,adj_cell106,adj_cell107,adj_cell108,adj_cell109,adj_cell110,adj_cell111,adj_cell112,adj_cell113,adj_cell114,adj_cell115,adj_cell116,adj_cell117,adj_cell118,adj_cell119,adj_cell120,adj_cell121,adj_cell122,adj_cell123,adj_cell124,adj_cell125,adj_cell126,adj_cell127,adj_cell128,adj_cell129,adj_cell130,adj_cell131,adj_cell132,adj_cell133,adj_cell134,adj_cell135,adj_cell136,adj_cell137,adj_cell138,adj_cell139,adj_cell140,adj_cell141,adj_cell142,adj_cell143,adj_cell144,adj_cell145,adj_cell146,adj_cell147,adj_cell148,adj_cell149,adj_cell150,adj_cell151,adj_cell152,adj_cell153,adj_cell154,adj_cell155,adj_cell156,adj_cell157,adj_cell158,adj_cell159,adj_cell160,adj_cell161,adj_cell162,adj_cell163,adj_cell164,adj_cell165,adj_cell166,adj_cell167,adj_cell168,adj_cell169,adj_cell170,adj_cell171,adj_cell172,adj_cell173,adj_cell174,adj_cell175,adj_cell176,adj_cell177,adj_cell178,adj_cell179,adj_cell180
11,11_3,3-Nov,11,2,3,5.8,2.5,6.9,11.6,16.8,4.766666667,,,,6,11.3,16.1,22.9,5.633333333,5.2,32.296,37.015,38.012,27.816,23.574,22.124,38.04,24.854,35.209,30.702,23.437,27.778,27.778,32.164,29.386,26.356,24.854,20.468,27.931,39.474,23.574,29.276,32.197,25.238,26.958,26.316,25.025,32.197,24.854,23.392,38.124,32.296,24.854,17.605,33.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.764,187.414,159.598,163.769,109.999,176.997,142.001,281.086,214.917,171.109,228.538,263.304,162.307,225.379,193.535,208.609,140.837,162.518,210.653,128.655,196.026,210.211,140.541,210.851,174.13,176.174,191.721,191.794,140.723,195.234,178.847,134.535,168.23,201.76,140.351,142.001,165.205,178.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.191,216.552,222.395,274.951,149.151,101.142,159.384,127.403,182.959,122.842,282.179,157.895,222.222,157.902,139.166,191.66,216.616,172.521,119.508,172.737,182.842,194.993,215.315,183.222,228.636,147.777,208.116,149.237,180.116,70.419,149.581,181.663,164.16,155.803,98.051,123.363,221.456,105.517,124.578,146.265,149.581,100.101,181.875,202.283,204.558,191.66,133.242,119.32,151.159,194.889,180.418,218.341,205.429,210.211,123.024,76.709,127.73,145.098,198.281,177.19,201.945,148.534,96.889,156.678,156.985,234.375,193.431,151.038,154.508,210.851,127.604,112.069,146.928,171.003,278.331,123.024,115.95,108.67,215.315,136.091,166.897,273.954,171.452,157.114,247.076,161.356,125.765,311.458,264.636,177.196,169.691,183.332,178.255,178.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,11_4,4-Nov,11,2,4,5.8,6.4,11.3,17,21.2,4.933333333,,,,10,16.5,22.5,30.1,6.7,5.816666667,35.088,32.197,32.197,27.778,26.316,26.316,29.24,35.361,35.118,30.702,35.572,38.04,32.691,33.753,30.737,27.816,24.897,35.118,34.13,37.274,27.816,35.572,38.264,26.316,32.197,24.897,35.209,31.013,29.24,39.474,31.254,30.702,33.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.655,228.075,178.416,369.883,177.287,127.227,184.419,177.389,142.722,273.454,191.721,128.655,220.997,219.537,209.085,120.771,161.621,293.714,169.691,160.845,218.013,182.895,144.766,182.749,228.3,204.678,150.585,229.76,235.602,292.529,200.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.623,161.058,225.151,197.368,165.211,289.71,172.669,198.965,89.181,137.458,190.513,191.543,236.842,166.769,102.6,218.15,118.997,114.119,102.433,159.785,139.166,138.958,158.327,139.924,236.883,215.091,326.184,220.78,165.211,128.655,165.308,146.381,130.191,149.302,222.227,179.92,196.565,245.566,203.348,197.417,139.081,203.301,158.226,172.57,218.326,134.511,151.293,194.993,263.357,140.381,152.054,153.516,198.836,98.226,263.418,159.384,206.161,137.551,156.433,237.207,130.781,184.211,123.233,142.422,121.354,212.311,133.049,291.116,159.598,146.557,118.457,99.941,139.265,169.691,154.971,217.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,11_6,6-Nov,11,2,6,5.84,2.9,6.1,9.6,13.5,3.533333333,,,,6.5,10.6,15.5,21.8,5.1,4.316666667,26.356,33.657,29.276,29.567,35.118,27.931,36.666,29.24,36.55,34.13,30.737,39.582,24.897,38.04,25.025,33.626,27.816,26.478,29.24,26.478,25.025,29.276,33.626,24.854,26.356,23.392,27.778,21.93,35.361,26.679,38.012,39.501,27.931,31.013,32.461,32.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.916,201.059,180.116,291.171,295.499,333.654,238.752,181.575,235.544,227.178,374.452,279.378,245.723,252.941,292.694,222.227,321.8,268.027,267.688,235.671,362.718,257.459,203.237,222.266,206.767,267.544,270.567,148.246,168.896,358.548,229.607,286.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.702,78.158,156.542,155.143,202.093,152.054,184.79,215.091,192.078,188.619,220.804,145.209,139.656,210.937,253.194,264.947,150.613,174.032,185.88,162.287,204.699,225.165,169.993,190.148,193.121,138.958,143.461,175.591,179.973,209.682,215.156,136.161,103.894,205.2,183.035,198.836,185.816,131.976,172.669,116.968,224.371,192.078,188.647,264.818,164.842,200.426,118.646,152.615,236.914,222.914,229.607,214.17,242.849,210.937,234.575,228.3,145.334,147.69,260.825,244.191,116.996,265.302,209.248,104.304,143.305,179.878,166.667,130.15,168.287,150.613,139.265,228.239,165.366,82.922,156.767,169.691,166.827,238.667,281.01,212.311,215.091,112.659,145.002,147.661,136.248,119.919,163.749,188.602,168.23,169.591,197.417,174.001,219.298,184.68,149.187,165.728,218.077,187.277,171.452,184.356,97.997,149.237,181.499,153.516,197.374,147.921,185.816,244.152,184.419,211.14,150.698,131.871,241.246,235.671,105.425,115.534,171.078,143.305,164.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,3_2,2-Mar,3,3,2,6.26,7.7,9.4,14.8,17,3.1,,,,9,13.3,21.2,24,5,4.05,29.603,35.96,42.498,34.005,30.527,37.274,32.064,38.012,42.998,27.585,29.422,36.666,32.097,36.168,29.422,37.927,29.603,26.839,33.403,32.691,30.14,35.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.815,292.281,194.466,298.636,165.521,190.626,182.186,252.484,202.542,217.488,251.075,154.203,226.528,235.965,291.068,174.124,182.754,221.548,209.315,251.194,116.529,229.42,167.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.761,235.453,190.485,167.524,125.169,111.342,124.895,167.46,161.27,220.222,227.079,233.058,145.525,237.081,273.439,189.281,155.878,138.635,160.22,163.488,149.187,210.415,139.265,172.496,191.202,251.479,190.626,198.319,142.714,166.442,134.073,152.846,218.077,234.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3_4,4-Mar,3,3,4,6.05,7.4,12.7,16.9,20.9,4.5,,,,12,16.9,23.1,29.6,5.866666667,5.183333333,37.015,38.264,44.078,32.461,29.386,39.717,38.264,25.533,33.911,32.461,34.411,51.916,33.753,47.599,31.254,36.812,36.666,33.338,38.708,39.717,41.17,32.691,32.461,32.461,36.666,29.567,31.013,41.351,36.812,36.168,33.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.083,330.607,303.337,339.137,217.306,242.536,186.963,152.622,262.397,315.82,158.631,334.105,327.175,365.585,241.091,225.781,264.943,244.926,297.359,211.054,238.268,255.764,316.982,271.355,208.865,238.667,314.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.07,212.753,201.654,301.755,211.099,198.771,283.671,212.235,245.879,266.551,260.546,173.534,187.528,151.427,170.909,258.243,225.402,213.92,318.465,178.632,183.216,214,122.607,242.853,265.591,159.142,185.557,209.356,197.585,177.19,211.054,259.337,324.42,201.187,228.487,223.306,219.79,247.56,216.7,191.872,251.211,148.058,244.926,155.281,249.983,142.534,160.852,229.774,151.779,193.01,269.672,140.61,130.511,232.199,188.251,263.665,204.731,211.099,256.411,190.227,138.218,185.511,103.595,222.323,313.895,193.524,286.359,108.67,268.724,203.279,182.789,265.116,214.639,179.068,113.037,171.62,175.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,3_6,6-Mar,3,3,6,6.09,2.9,3.9,12.5,17,4.7,,,,10,16,20.6,26.2,5.4,5.05,40.437,34.411,36.168,37.274,30.14,36.168,31.254,40.936,25.238,33.338,34.751,35.572,34.411,34.13,37.274,41.865,31.254,34.411,37.955,36.812,34.13,38.459,34.751,32.691,38.708,37.274,25.238,30.527,43.468,38.264,27.312,29.13,30.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.957,187.277,218.209,231.715,232.658,160.859,222.323,229.774,162.07,168.731,230.98,237.994,162.07,209.616,208.865,150.251,258.342,212.492,125.909,192.761,186.086,190.132,198.771,123.059,176.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.319,157.148,189.636,112.763,133.362,143.997,192.988,150.016,259.597,229.955,221.374,209.325,196.81,235.979,174.326,126.189,260.09,176.344,238.201,127.629,165.017,119.937,149.28,162.866,170.652,136.051,185.88,230.814,83.436,210.795,242.576,199.024,242.853,180.086,173.534,307.897,251.19,175.548,136.874,203.301,207.19,205.865,208.732,246.366,260.074,221.924,126.587,226.509,230.276,259.58,277.35,208.865,216.478,145.672,194.67,163.494,252.319,211.064,207.298,250.888,156.726,176.586,143.364,154.293,134.479,133.69,211.887,200.442,169.199,139.924,221.861,190.132,194.977,107.235,138.365,158.866,180.938,160.32,130.764,221.649,242.761,246.296,120.177,95.936,238.667,209.023,189.236,151.06,183.734,177.196,139.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,3_7,7-Mar,3,3,7,6.22,8.9,14.8,21,26,5.7,,,,8.5,13.6,20.6,27.8,6.433333333,6.066666667,42.398,35.088,38.04,34.13,41.04,36.666,32.164,39.474,32.164,35.118,38.459,33.626,26.316,27.816,40.962,38.04,40.936,35.088,36.666,33.657,32.984,35.361,29.386,33.657,32.296,41.351,39.717,30.841,35.118,30.841,33.753,35.118,36.579,34.751,29.276,30.737,36.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.378,155.308,240.051,159.524,246.14,232.622,220.765,197.417,307.699,209.799,260.382,231.161,174.59,327.489,257.513,175.591,196.255,168.896,202.394,234.032,148.015,156.44,187.186,194.642,194.889,203.264,200.378,204.866,198.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.013,282.622,207.623,232.571,233.918,273.954,264.721,251.67,142.084,161.058,179.848,235.453,313.534,200.634,137.707,141.843,133.33,201.76,131.871,178.416,147.777,181.31,192.461,143.543,163.977,124.346,247.806,181.499,223.99,185.696,188.874,176.997,155.803,220.838,251.462,201.059,182.959,225.146,217.34,166.724,164.394,238.465,190.261,182.895,212.069,169.993,201.887,196.043,257.327,109.688,184.263,193.005,215.23,228.112,216.453,143.305,140.351,184.216,178.363,228.3,137.497,99.512,222.241,136.091,200.34,119.892,115.534,171.452,152.054,122.842,157.895,195.928,191.526,230.999,146.206,301.397,119.919,172.669,191.61,233.117,172.737,99.265,216.616,251.53,114.493,175.931,200.292,215.627,261.761,219.61,226.684,198.83,270.946,187.186,338.254,201.887,241.671,134.892,176.997,163.977,241.671,247.353,251.806,116.088,242.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,4_1,1-Apr,4,4,1,5.75,4.5,10,15.6,22.5,6,,,,7,11.8,18.5,25.3,6.1,6.05,27.931,25.025,31.254,27.931,32.691,26.478,26.478,26.316,30.737,30.841,22.124,24.854,28.122,23.574,22.124,22.124,30.841,29.24,21.979,32.164,32.197,33.626,32.197,30.702,29.276,24.897,21.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.661,181.499,184.303,180.038,117.288,163.801,93.613,175.591,152.391,204.934,130.642,117.105,231.29,162.702,114.269,168.896,168.643,142.422,186.041,131.976,135.295,116.244,202.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.976,112.81,112.069,153.954,187.414,221.456,205.101,134.193,92.395,138.92,153.056,124.964,144.855,178.578,184.68,182.678,163.566,186.247,102.506,197.298,184.419,173.263,151.603,129.186,126.755,154.978,177.389,150.698,141.11,181.34,120.957,174.001,113.037,114.372,92.845,103.966,175.658,174.369,124.578,174.718,101.258,124.578,99.684,231.161,178.416,128.73,134.892,128.688,133.073,127.403,152.3,159.685,NA,139.012,148.383,215.156,202.093,169.899,181.998,149.581,127.872,168.44,127.201,193.254,133.242,174.277,137.621,180.038,158.138,155.411,218.326,191.571,102.381,155.143,160.819,86.27,174.277,68.776,160.666,140.723,197.909,147.429,156.767,139.081,126.274,115.506,153.23,265.302,155.528,208.224,101.931,98.128,131.871,163.226,144.803,105.517,98.051,120.026,122.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,4_2,2-Apr,4,4,2,5.92,7.5,11.3,13.4,18.6,3.7,,,,9.6,14.5,20.5,25.5,5.3,4.5,29.422,24.332,26.878,29.603,30.841,26.839,28.798,30.14,34.751,28.798,29.24,37.927,30.104,36.637,37.927,43.172,30.841,35.391,34.005,26.839,30.14,33.371,27.585,26.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.42,194.4,162.169,139.931,169.553,179.831,161.224,229.625,185.073,207.633,157.658,292.971,166.724,109.219,124.964,126.848,84.997,164.738,113.339,162.807,125.373,145.804,200.223,260.32,86.344,164.114,210.531,200.074,219.732,140.015,124.269,282.451,217.915,239.302,200.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.054,158.246,181.127,194.856,173.995,151.688,125.373,183.92,181.11,205.304,130.805,128.389,151.102,196.174,216.557,132.098,142.001,135.366,86.369,183.781,126.848,111.811,143.439,279.182,215.394,139.656,200.761,125.671,114.605,171.975,116.382,144.508,189.027,139.265,135.343,129.516,128.539,124.398,160.22,156.951,138.635,113.141,128.804,119.213,154.702,143.402,180.53,117.869,131.433,114.838,102.015,138.612,137.458,166.134,124.964,173.977,161.224,170.276,144.175,144.508,115.191,181.763,181.127,84.34,155.631,148.699,204.772,140.176,204.197,180.797,162.728,183.734,116.849,102.004,124.131,204.647,128.231,189.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,4_4,4-Apr,4,4,4,6.34,4.5,8.6,13.5,18.3,4.6,,,,8,12.5,23,35.8,9.266666667,6.933333333,33.753,39.474,33.657,29.24,32.461,30.702,32.461,35.361,31.013,40.936,30.841,26.356,29.276,25.238,30.702,23.392,40.936,27.778,30.702,29.24,33.626,39.501,35.088,32.461,35.118,33.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.804,200.484,178.746,223.727,251.53,231.221,184.216,182.754,203.474,179.92,146.265,228.37,163.769,191.66,157.922,179.831,139.38,160.825,176.901,184.495,169.691,194.642,171.676,238.309,290.95,204.725,206.161,231.013,171.078,146.228,204.866,206.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.506,175.536,200.426,188.687,131.976,187.34,195.928,185.88,152.054,214.932,204.934,209.391,223.804,147.661,152.159,160.845,146.79,216.69,167.077,181.34,201.76,198.965,203.406,133.33,179.878,219.537,212.069,213.45,257.314,114.372,109.999,131.611,175.445,177.052,211.993,175.658,289.655,201.839,154.978,176.955,172.911,133.049,209.085,157.922,200.378,216.498,228.112,251.568,160.985,179.878,166.673,197.455,118.565,149.302,108.187,135.965,140.473,140.358,89.229,120.106,106.765,226.726,178.578,233.991,195.956,140.541,193.032,160.925,124.278,176.907,231.659,238.465,105.911,127.201,150.762,182.842,116.968,145.002,148.015,128.862,122.842,109.893,133.554,193.254,109.999,156.494,169.691,217.915,188.687,106.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
