8.222628e-02,7.620687e-02,6.649007e-02,7.040783e-02,8.975623e-02,9.387562e-02,6.173075e-02,1.154810e-01,8.991091e-02,1.925559e-01
7.620687e-02,7.489087e-02,6.001494e-02,5.853465e-02,8.631635e-02,8.957930e-02,4.960833e-02,9.892789e-02,8.420161e-02,1.846864e-01
6.649007e-02,6.001494e-02,5.889729e-02,6.752566e-02,7.087971e-02,7.516059e-02,6.367028e-02,1.040724e-01,7.591173e-02,1.555176e-01
7.040783e-02,5.853465e-02,6.752566e-02,9.306648e-02,7.062510e-02,7.676976e-02,9.274434e-02,1.315478e-01,7.356831e-02,1.597437e-01
8.975623e-02,8.631635e-02,7.087971e-02,7.062510e-02,1.038261e-01,1.059788e-01,5.667481e-02,1.228598e-01,8.891585e-02,2.144957e-01
9.387562e-02,8.957930e-02,7.516059e-02,7.676976e-02,1.059788e-01,1.113319e-01,6.534045e-02,1.284622e-01,9.598681e-02,2.256528e-01
6.173075e-02,4.960833e-02,6.367028e-02,9.274434e-02,5.667481e-02,6.534045e-02,1.206352e-01,9.806968e-02,6.853773e-02,1.617555e-01
1.154810e-01,9.892789e-02,1.040724e-01,1.315478e-01,1.228598e-01,1.284622e-01,9.806968e-02,2.370109e-01,1.219446e-01,2.330549e-01
8.991091e-02,8.420161e-02,7.591173e-02,7.356831e-02,8.891585e-02,9.598681e-02,6.853773e-02,1.219446e-01,2.170128e-01,2.013345e-01
1.925559e-01,1.846864e-01,1.555176e-01,1.597437e-01,2.144957e-01,2.256528e-01,1.617555e-01,2.330549e-01,2.013345e-01,4.908439e-01
