===== BAYENV2.0 =====

input file is set
number of populations is set
number of iterations is set
seed is set
TEST = 0 . So running matrix estimation
MCMC VER 0.71 (THREADED)
ITERATIONS = 100000
INPUT FILE = ../Data/AllSNPs.txt
SEED = -321

num_alleles = 20000.000000
number of loci = 10000
VAR-COVAR MATRIX: ITER = 500
1.777276e-01	1.604326e-01	1.613820e-01	1.416779e-01	1.607738e-01	1.781576e-01	1.351601e-01	1.327686e-01	1.299174e-01	1.503783e-01	1.397769e-01	1.400527e-01	1.286006e-01	1.613189e-01	1.336405e-01	1.529282e-01	
1.604326e-01	2.930960e-01	1.785921e-01	1.547311e-01	1.631515e-01	1.772664e-01	1.588324e-01	1.576339e-01	1.523000e-01	1.730907e-01	1.666220e-01	1.677484e-01	1.494568e-01	1.873241e-01	1.545132e-01	1.845878e-01	
1.613820e-01	1.785921e-01	2.445985e-01	1.494186e-01	1.666985e-01	1.821887e-01	1.464849e-01	1.421515e-01	1.387977e-01	1.575204e-01	1.521998e-01	1.544498e-01	1.345198e-01	1.770465e-01	1.419425e-01	1.666610e-01	
1.416779e-01	1.547311e-01	1.494186e-01	1.871674e-01	1.450445e-01	1.559594e-01	1.498281e-01	1.469300e-01	1.419832e-01	1.567856e-01	1.547435e-01	1.558978e-01	1.381299e-01	1.740148e-01	1.471369e-01	1.695411e-01	
1.607738e-01	1.631515e-01	1.666985e-01	1.450445e-01	2.348470e-01	1.884310e-01	1.395808e-01	1.368782e-01	1.345562e-01	1.567128e-01	1.441498e-01	1.452283e-01	1.337351e-01	1.666540e-01	1.393035e-01	1.567415e-01	
1.781576e-01	1.772664e-01	1.821887e-01	1.559594e-01	1.884310e-01	3.075914e-01	1.496963e-01	1.489668e-01	1.456595e-01	1.704286e-01	1.564541e-01	1.565698e-01	1.439550e-01	1.807341e-01	1.473876e-01	1.711807e-01	
1.351601e-01	1.588324e-01	1.464849e-01	1.498281e-01	1.395808e-01	1.496963e-01	2.310779e-01	1.918879e-01	1.806618e-01	1.915024e-01	2.042719e-01	2.085810e-01	1.765388e-01	2.119004e-01	1.913227e-01	2.243590e-01	
1.327686e-01	1.576339e-01	1.421515e-01	1.469300e-01	1.368782e-01	1.489668e-01	1.918879e-01	2.358246e-01	1.718926e-01	1.830909e-01	1.978437e-01	2.025526e-01	1.674723e-01	2.020815e-01	1.876494e-01	2.176138e-01	
1.299174e-01	1.523000e-01	1.387977e-01	1.419832e-01	1.345562e-01	1.456595e-01	1.806618e-01	1.718926e-01	1.948196e-01	1.846008e-01	1.824746e-01	1.865147e-01	1.683854e-01	1.953065e-01	1.747558e-01	2.013438e-01	
1.503783e-01	1.730907e-01	1.575204e-01	1.567856e-01	1.567128e-01	1.704286e-01	1.915024e-01	1.830909e-01	1.846008e-01	2.482325e-01	1.940923e-01	1.973515e-01	1.977496e-01	2.166869e-01	1.839391e-01	2.112602e-01	
1.397769e-01	1.666220e-01	1.521998e-01	1.547435e-01	1.441498e-01	1.564541e-01	2.042719e-01	1.978437e-01	1.824746e-01	1.940923e-01	2.583149e-01	2.191254e-01	1.800124e-01	2.179082e-01	1.937462e-01	2.350925e-01	
1.400527e-01	1.677484e-01	1.544498e-01	1.558978e-01	1.452283e-01	1.565698e-01	2.085810e-01	2.025526e-01	1.865147e-01	1.973515e-01	2.191254e-01	2.529715e-01	1.794072e-01	2.235939e-01	1.970730e-01	2.422186e-01	
1.286006e-01	1.494568e-01	1.345198e-01	1.381299e-01	1.337351e-01	1.439550e-01	1.765388e-01	1.674723e-01	1.683854e-01	1.977496e-01	1.800124e-01	1.794072e-01	2.496078e-01	1.940581e-01	1.694781e-01	1.940911e-01	
1.613189e-01	1.873241e-01	1.770465e-01	1.740148e-01	1.666540e-01	1.807341e-01	2.119004e-01	2.020815e-01	1.953065e-01	2.166869e-01	2.179082e-01	2.235939e-01	1.940581e-01	2.975995e-01	2.007150e-01	2.363489e-01	
1.336405e-01	1.545132e-01	1.419425e-01	1.471369e-01	1.393035e-01	1.473876e-01	1.913227e-01	1.876494e-01	1.747558e-01	1.839391e-01	1.937462e-01	1.970730e-01	1.694781e-01	2.007150e-01	2.874850e-01	2.131668e-01	
1.529282e-01	1.845878e-01	1.666610e-01	1.695411e-01	1.567415e-01	1.711807e-01	2.243590e-01	2.176138e-01	2.013438e-01	2.112602e-01	2.350925e-01	2.422186e-01	1.940911e-01	2.363489e-01	2.131668e-01	3.396769e-01	

VAR-COVAR MATRIX: ITER = 1000
1.877497e-01	1.835976e-01	1.808449e-01	1.570693e-01	1.789694e-01	2.031730e-01	1.516591e-01	1.515013e-01	1.436610e-01	1.666284e-01	1.576760e-01	1.594685e-01	1.433206e-01	1.839619e-01	1.531053e-01	1.745471e-01	
1.835976e-01	3.224873e-01	2.079177e-01	1.778891e-01	1.893226e-01	2.084350e-01	1.833087e-01	1.840097e-01	1.710732e-01	1.965177e-01	1.916291e-01	1.962453e-01	1.707502e-01	2.175394e-01	1.832001e-01	2.153673e-01	
1.808449e-01	2.079177e-01	2.626155e-01	1.689540e-01	1.912273e-01	2.124897e-01	1.657398e-01	1.618340e-01	1.540207e-01	1.763683e-01	1.706267e-01	1.759980e-01	1.518066e-01	2.022321e-01	1.630550e-01	1.921168e-01	
1.570693e-01	1.778891e-01	1.689540e-01	1.954239e-01	1.643225e-01	1.795476e-01	1.676725e-01	1.663459e-01	1.558625e-01	1.743210e-01	1.731248e-01	1.766050e-01	1.548229e-01	1.975347e-01	1.688871e-01	1.929994e-01	
1.789694e-01	1.893226e-01	1.912273e-01	1.643225e-01	2.491703e-01	2.157007e-01	1.584735e-01	1.572505e-01	1.508495e-01	1.754151e-01	1.639985e-01	1.667572e-01	1.538829e-01	1.908509e-01	1.617661e-01	1.819090e-01	
2.031730e-01	2.084350e-01	2.124897e-01	1.795476e-01	2.157007e-01	3.354641e-01	1.723201e-01	1.757305e-01	1.650721e-01	1.940009e-01	1.798994e-01	1.816518e-01	1.649161e-01	2.114839e-01	1.732552e-01	1.986963e-01	
1.516591e-01	1.833087e-01	1.657398e-01	1.676725e-01	1.584735e-01	1.723201e-01	2.419621e-01	2.125869e-01	1.947220e-01	2.095765e-01	2.250708e-01	2.292204e-01	1.923740e-01	2.353338e-01	2.149882e-01	2.499775e-01	
