1.341397e-01,1.693447e-01,1.622909e-01,1.220688e-01,1.593681e-01,1.987397e-01,1.177945e-01,1.167009e-01,1.138069e-01,1.320809e-01,1.221780e-01,1.231535e-01,1.196922e-01,1.644632e-01,1.371346e-01,1.779473e-01
1.693447e-01,3.473042e-01,2.133962e-01,1.673032e-01,1.888719e-01,2.232891e-01,1.702060e-01,1.700076e-01,1.617640e-01,1.843061e-01,1.767183e-01,1.785506e-01,1.703183e-01,2.260153e-01,1.917233e-01,2.570439e-01
1.622909e-01,2.133962e-01,2.372931e-01,1.512680e-01,1.837479e-01,2.194148e-01,1.425027e-01,1.384807e-01,1.363766e-01,1.566332e-01,1.479339e-01,1.498536e-01,1.416314e-01,2.026956e-01,1.632324e-01,2.181412e-01
1.220688e-01,1.673032e-01,1.512680e-01,1.250590e-01,1.453681e-01,1.700885e-01,1.353356e-01,1.327414e-01,1.266199e-01,1.426036e-01,1.406179e-01,1.417567e-01,1.325453e-01,1.806634e-01,1.539555e-01,2.025403e-01
1.593681e-01,1.888719e-01,1.837479e-01,1.453681e-01,2.179486e-01,2.248575e-01,1.326383e-01,1.305476e-01,1.315587e-01,1.545045e-01,1.363639e-01,1.380353e-01,1.406656e-01,1.878191e-01,1.591215e-01,2.079412e-01
1.987397e-01,2.232891e-01,2.194148e-01,1.700885e-01,2.248575e-01,3.690846e-01,1.598332e-01,1.629725e-01,1.565341e-01,1.864869e-01,1.668930e-01,1.665951e-01,1.673852e-01,2.219375e-01,1.824266e-01,2.368651e-01
1.177945e-01,1.702060e-01,1.425027e-01,1.353356e-01,1.326383e-01,1.598332e-01,1.827758e-01,1.766149e-01,1.629064e-01,1.771995e-01,1.886368e-01,1.896398e-01,1.727569e-01,2.204695e-01,2.015599e-01,2.713166e-01
1.167009e-01,1.700076e-01,1.384807e-01,1.327414e-01,1.305476e-01,1.629725e-01,1.766149e-01,1.763049e-01,1.581660e-01,1.694702e-01,1.850551e-01,1.860544e-01,1.625297e-01,2.123529e-01,2.021976e-01,2.680471e-01
1.138069e-01,1.617640e-01,1.363766e-01,1.266199e-01,1.315587e-01,1.565341e-01,1.629064e-01,1.581660e-01,1.518030e-01,1.680852e-01,1.680836e-01,1.690444e-01,1.674556e-01,2.019442e-01,1.829440e-01,2.406139e-01
1.320809e-01,1.843061e-01,1.566332e-01,1.426036e-01,1.545045e-01,1.864869e-01,1.771995e-01,1.694702e-01,1.680852e-01,2.005843e-01,1.797147e-01,1.805588e-01,2.042258e-01,2.299364e-01,1.918992e-01,2.490832e-01
1.221780e-01,1.767183e-01,1.479339e-01,1.406179e-01,1.363639e-01,1.668930e-01,1.886368e-01,1.850551e-01,1.680836e-01,1.797147e-01,2.007808e-01,1.996089e-01,1.714847e-01,2.285848e-01,2.048160e-01,2.891353e-01
1.231535e-01,1.785506e-01,1.498536e-01,1.417567e-01,1.380353e-01,1.665951e-01,1.896398e-01,1.860544e-01,1.690444e-01,1.805588e-01,1.996089e-01,2.025975e-01,1.723924e-01,2.292682e-01,2.070546e-01,2.914663e-01
1.196922e-01,1.703183e-01,1.416314e-01,1.325453e-01,1.406656e-01,1.673852e-01,1.727569e-01,1.625297e-01,1.674556e-01,2.042258e-01,1.714847e-01,1.723924e-01,2.274839e-01,2.137777e-01,1.879111e-01,2.419183e-01
1.644632e-01,2.260153e-01,2.026956e-01,1.806634e-01,1.878191e-01,2.219375e-01,2.204695e-01,2.123529e-01,2.019442e-01,2.299364e-01,2.285848e-01,2.292682e-01,2.137777e-01,3.142315e-01,2.313248e-01,2.947822e-01
1.371346e-01,1.917233e-01,1.632324e-01,1.539555e-01,1.591215e-01,1.824266e-01,2.015599e-01,2.021976e-01,1.829440e-01,1.918992e-01,2.048160e-01,2.070546e-01,1.879111e-01,2.313248e-01,3.227929e-01,2.854436e-01
1.779473e-01,2.570439e-01,2.181412e-01,2.025403e-01,2.079412e-01,2.368651e-01,2.713166e-01,2.680471e-01,2.406139e-01,2.490832e-01,2.891353e-01,2.914663e-01,2.419183e-01,2.947822e-01,2.854436e-01,4.717512e-01
